OrderID,CustomerAge,Region,OrderValue,PromoCode
10900,27.4,North,435.91,47e321c2-4cec
10382,27.0,North,545.83,1d03c3d5-f527
10981,30.0,South,535.44,6930b0c4-7cc2
10088,25.3,South,151.04,833c8f55-4b31
10114,27.5,South,437.48,a33b3dfd-9120
11939,22.9,West,504.89,7b4e9ecd-7050
11700,41.4,South,645.96,43b7a0ef-af72
11888,43.8,North,222.36,62ada157-3796
10033,29.5,West,669.89,9b02c535-5ad7
10974,69.4,North,708.31,c09c2ebe-2fb6
10987,55.6,North,722.73,a6340d1a-d763
10758,67.9,West,222.11,cd638ba8-c331
10717,51.6,North,369.12,412817eb-770b
11863,67.0,East,498.72,8b31f4d8-83ff
10387,18.3,North,483.49,01d77831-692c
11408,63.8,West,321.7,279f91ab-81dc
10535,66.7,West,473.5,9ca4364d-cb7f
11546,29.6,West,184.04,7bd7b4bf-9d01
11183,37.6,West,601.84,a8c6c2df-75a4
10914,62.6,South,125.21,8222cd7f-ad47
11640,49.4,North,170.55,25343e85-dee9
10180,21.7,South,328.13,9be950c7-c4c6
11906,74.1,East,583.7,98f3f640-59bd
11311,46.2,North,201.28,4937b90f-1135
11605,52.2,South,511.39,ac8cdcaf-b82f
10489,55.3,South,115.13,66414954-ca50
10830,51.4,North,602.69,591cc524-8d92
10463,52.6,South,391.07,0130d66b-599e
10833,46.9,North,427.38,c68da4b2-ebe3
11836,51.4,North,411.48,420079f5-c3ed
11297,63.0,South,557.68,50d3ba03-b4c9
11057,48.5,East,236.19,17cf775f-af19
10155,49.6,South,407.42,5a81762a-89c4
10374,72.0,South,424.25,331d58bb-7bee
11787,33.1,South,202.07,9e5c5dcd-4fde
11595,24.1,North,556.86,a9d6290d-0364
11565,66.9,North,686.01,50bf2995-8ca9
11005,28.4,East,348.41,20d4ba18-d8aa
10979,71.6,North,426.86,2cbfb769-3da0
11430,47.5,East,566.91,35f3de4a-3395
10666,38.6,East,190.36,434a130e-89ef
10965,72.6,East,324.44,7faf6458-6bca
10858,57.9,East,323.81,668d3c8b-e6c5
10368,50.6,South,660.64,b8875caf-78bb
11137,42.6,West,197.05,bd1116ee-f22b
11650,18.6,West,424.7,b876a455-f926
10614,32.3,North,348.8,b0c77002-1ebd
10441,64.4,West,679.23,18a73d94-ab58
10532,38.6,East,308.11,696929b2-b3c2
11776,56.7,South,482.64,89d716ef-91b8
10727,36.5,West,631.06,141283fb-92b3
10949,54.0,South,701.19,edb68b81-d7f8
11292,52.9,West,686.68,12439b0f-52f1
10703,31.0,East,539.76,b5def807-ca79
10555,68.6,East,610.92,73461e07-55aa
10376,66.7,South,595.83,a97a4f4e-28fe
10431,27.5,North,121.67,0dc78104-cb45
11073,61.6,North,127.95,9e3bf1b3-2b2a
11341,71.1,West,282.03,48bfb602-40b9
10268,48.0,South,71.43,a9de5b26-a680
11769,45.1,East,461.41,8a0ec018-e9c0
11292,60.7,West,442.59,58e0058f-744a
11648,23.1,East,324.34,4282b6e4-9b6d
10021,18.0,South,307.91,ec0dfc3a-f442
10613,18.5,West,648.47,98d53cf5-03b2
11122,39.3,West,711.62,6fe633f1-7ff2
10334,58.8,West,671.32,3878becf-288e
10864,53.6,East,263.51,cf0e1567-d368
10385,66.6,South,152.47,73e88db6-fbe6
10384,36.3,South,87.22,88f3d7ea-5f33
11991,23.8,East,143.78,0219a9c7-2e2e
10308,18.8,South,306.43,cca99089-be27
10949,57.7,North,297.69,f39ef1be-1cb1
10545,62.2,North,457.39,2e7d952b-800a
11673,39.7,North,141.47,3fbbff57-e2cb
10506,60.0,North,199.38,355cca9c-c73b
11395,72.8,East,168.96,ba6dbed8-3e89
10518,45.4,East,199.04,e3347bac-6f81
11993,24.4,West,293.39,1ea15b0f-7c76
10018,73.2,West,566.3,27ad8d51-2dd0
10509,27.0,North,564.46,0f5f9707-b606
11320,26.8,North,144.37,3b90908e-b1d3
11649,68.8,South,66.01,60b57717-44fb
10513,69.2,West,579.97,8f1c3fa0-faed
10388,50.3,East,292.76,77e8b762-5218
10141,48.3,West,271.75,5dfb1922-005e
11589,54.4,West,600.24,e207db20-ba68
11589,53.4,East,590.75,63329992-febe
11568,49.4,East,291.95,a41247a2-388e
10197,47.8,North,82.83,f013a170-5b76
11788,19.8,North,414.03,1947ea42-c6f6
11347,45.9,East,86.81,b7c4b3ee-06b3
11905,70.5,West,746.3,d5030b43-efa5
11640,54.4,East,468.51,b55beaaa-8818
11083,20.3,North,675.84,84fcfcb0-33d3
11485,31.2,West,192.1,aa4d52a8-354c
10341,63.2,West,428.52,a854027e-e2d2
11911,38.1,East,462.56,ff31950a-be52
10844,61.6,West,669.62,8bae295e-c008
11568,49.4,East,320.01,73d0b6c7-cb4f
10000,59.4,East,496.82,84820c08-9a8a
10013,35.1,South,211.12,509d97cd-8d4a
11882,49.6,South,120.72,75dacbbe-4fed
10283,33.1,South,224.75,cfa28fb8-2f0e
11168,40.8,South,600.7,b93c92d5-f70e
10354,45.8,North,496.42,4ce6928b-c35a
10160,62.5,East,310.95,d13032db-d542
11905,67.5,South,610.76,edbc36d8-c3d5
10110,35.4,North,289.49,909e21ba-a756
11028,57.8,South,87.89,8135f15a-71b5
10884,34.5,West,161.01,560f1e2d-f3a3
11170,60.5,West,246.92,b2a7a475-450d
10984,49.9,West,346.49,9242ba54-7e13
10496,22.1,West,292.56,16efacdf-d3c1
10867,38.8,South,290.55,4e089bb4-b30e
11262,64.8,West,517.39,70c23600-778b
10408,57.1,South,618.3,da4ec04c-3988
11514,21.1,South,701.56,d1f44c8d-0708
10703,57.5,North,278.84,789fed96-a9eb
10428,60.2,South,202.85,04b51c12-1643
10523,27.7,East,200.52,4572b385-ee0f
11340,71.9,North,341.48,a8fc5690-373d
10039,34.7,West,223.38,50c1b8f7-2d11
10381,29.3,West,470.52,b6646199-145a
10506,70.6,East,300.18,28317f0d-b18d
11401,38.1,East,227.15,80520405-1fbf
11281,32.7,West,717.8,47bac8aa-4dac
10699,69.1,South,115.85,3a38b844-7b10
11173,26.7,East,732.3,544c0132-4377
10423,55.2,South,696.94,229fe85b-4a51
11343,71.2,South,288.12,1e4ea133-a29c
11719,68.1,North,624.08,6947cbac-e2d1
11527,71.2,East,163.97,301c6abf-4359
10378,19.5,East,504.2,9cc3c1f5-76e0
10472,57.2,East,109.61,c7a2b171-44a7
11028,66.2,West,584.01,5fbbcda5-c661
11006,45.0,South,194.94,08403234-07af
11895,33.4,West,216.92,345e2eaf-5aa9
11898,72.4,West,700.35,3f2d39c8-cf4a
11589,20.4,West,590.15,1bfc270c-e9ee
11693,68.0,South,439.03,bc341b4f-c659
11057,61.6,North,192.39,70869a45-9bee
11584,65.2,West,174.86,eb45bc38-48d3
10949,65.3,West,117.83,802b1bf4-5c0a
11594,51.4,South,344.8,52ce55e3-0cc1
10366,43.9,South,711.91,171603b1-a5ed
11416,55.0,South,588.78,1fa09802-3a73
11446,43.6,East,113.98,b5103e9c-51de
10775,49.4,North,626.2,e98965f2-4cd8
10332,67.5,South,626.87,0d22af35-9dba
10633,59.6,West,266.59,2e421840-435d
11966,29.6,East,59.16,ceb557ac-fca7
10487,30.4,West,390.3,711ebe6f-035d
10501,68.3,East,514.82,d343bf88-190b
10378,26.5,East,77.54,da948e70-98cd
10678,70.5,North,131.67,fe656dcc-529a
11376,34.2,South,774.72,092cd030-993d
10661,39.0,West,665.2,c2294116-213d
10599,44.8,North,570.96,46404b2a-d3d8
11074,30.0,South,509.04,fcb86f9e-f7a2
11482,57.3,East,370.29,d90949aa-84f2
11076,50.8,East,745.33,7f6bf62c-5c1c
11809,52.7,East,784.44,00679b62-0c47
10952,53.7,North,603.1,6a25542e-174a
10683,37.9,South,58.47,4818b004-22bb
10630,35.1,East,625.27,55520712-cac6
11483,50.4,North,674.03,31ab0158-ad06
11888,56.3,West,647.94,a54976d0-f686
10318,53.8,East,396.85,d06d3943-1cae
11710,47.7,East,466.38,04cabb38-a9d7
11637,70.2,East,99.66,2638d8be-0ff5
10694,74.1,South,478.24,63ba9d86-3bd3
11770,62.6,East,578.95,0818c965-d3e6
10177,46.3,South,328.69,4d79132c-9ac9
10358,24.4,North,633.34,e9d18ec2-e336
11036,19.4,West,728.72,2771a422-ae23
11891,45.6,East,631.65,df2e37e7-43f3
10420,59.3,West,340.69,1da76d69-9f38
11909,20.5,North,299.97,e3a1af97-34c9
11066,61.7,East,66.86,c22ca6a8-6b70
10657,29.4,East,257.49,1e1e5d91-4c73
10322,33.6,North,768.72,1a354475-b35c
11125,36.2,South,757.46,cdd3214c-7d59
10350,22.1,East,455.43,0cfc6420-0ed8
10964,69.5,North,129.45,0dc5d42e-da59
10802,28.2,West,512.24,4ffc1c54-6573
11460,61.2,North,780.26,21bd55eb-efc1
10199,44.0,West,402.91,f28bf846-4995
11763,69.1,East,734.65,645f273c-a920
11615,67.1,East,389.96,07bf63ee-f35f
10231,38.0,West,684.32,931e1d4d-34b3
10830,64.6,North,294.4,a64272a2-9aaf
11091,44.3,West,228.93,7b7ce7cc-21d2
10697,29.9,West,638.24,c98e3f5b-78e9
10354,55.8,North,604.53,d635212d-3a88
11212,52.0,East,466.32,d2701a52-5a33
10630,72.5,North,498.69,d1e2b878-a7a2
11012,54.8,North,117.9,d1291d13-0018
11550,26.4,South,389.73,4a9ff50e-e4f2
10400,29.7,East,274.8,adf792ff-de94
11470,74.0,East,792.72,952d986c-cef2
11735,25.3,East,96.81,f7c8435f-006e
11440,49.9,East,132.27,07fbb920-dd09
11438,51.6,East,583.83,67f1c18b-ded1
11116,30.0,South,406.15,ecaadafb-d59f
10315,34.4,South,150.71,04056d2b-f930
11347,42.9,South,113.5,2e07336d-d926
11130,64.7,West,316.48,2f900058-03cd
11183,46.4,South,584.1,44ed98e2-bbe3
10068,73.8,West,578.66,b0c46ddc-48bf
11495,59.7,East,398.7,16a46b83-f1e5
11291,60.3,North,563.06,94628786-1b05
11850,37.6,North,401.65,bbdb4536-d78f
10722,72.8,East,266.91,bfda55c9-8558
10125,53.9,South,479.64,06fd01e6-f832
10168,25.2,North,688.58,4721194b-43dc
11261,34.0,East,60.65,7257dcb6-59cd
10535,62.6,South,413.69,dcacfa54-af89
10172,73.1,South,678.21,62173b7f-e15f
11486,54.3,South,483.32,d7825ea3-1bd0
11315,33.1,North,89.39,76c9aeb2-f3d4
10617,45.1,South,334.85,b4a2b699-f2fd
10537,26.3,West,58.9,72e5e892-a1a1
11969,48.2,North,123.02,d82010d1-8b90
10686,33.4,North,241.51,958c9cfd-ec16
11583,56.5,South,600.74,2e0f0484-056a
11377,18.5,North,58.97,722944a9-7057
11485,34.1,South,75.53,9e90d107-1d1f
11922,51.9,South,762.87,a3596667-3d6d
10176,66.8,South,331.97,2f2bdc13-96d1
10956,55.6,North,529.09,52ca9ced-52ed
11598,22.2,North,337.1,0f6000f3-8782
10364,43.1,West,784.57,6483b0e7-fbee
10222,26.2,West,213.79,a4b1cf6a-e216
11465,32.8,North,104.69,7225539d-fed2
10304,55.2,North,749.67,aa239ba2-886a
10310,57.9,West,480.98,7d9d2b3b-df42
10827,66.1,North,455.1,00d8c046-f6d1
10248,50.3,East,300.08,4d862412-1c42
11294,74.8,North,324.02,570e5af5-eb55
11557,61.7,South,182.46,30e59543-c7bb
11835,24.1,East,414.88,3080bed6-1247
10395,19.4,South,416.92,4ec77371-e60b
11979,74.8,North,304.46,b8943df8-cf9e
10242,30.1,West,755.07,895c167f-7749
11894,22.1,South,416.67,04e1502a-1773
10497,58.0,South,60.77,a1f619ed-9d5b
11680,63.2,West,508.42,d145bd7f-3a75
11018,51.9,South,97.33,33e04a38-acb8
11661,65.6,West,293.18,2328051e-6d2c
11565,20.6,South,301.63,1ee92d3b-4850
11551,41.7,East,465.06,704c19e2-14d6
10273,23.7,West,633.25,7ca9e68f-0340
10014,28.2,North,580.06,48a2a172-f3b7
11417,25.2,South,529.87,85e9054f-d2f5
10489,71.5,North,497.2,b79a566b-2d11
11284,65.1,East,310.89,3c52d68a-3c29
11085,73.7,East,697.05,81ee30e4-edad
11577,53.7,South,257.32,31979167-4c66
11403,66.1,West,423.14,ec344cf0-1ba9
11320,38.8,South,376.0,c2270738-162d
10213,60.2,South,168.53,0770d18f-3b6c
10145,69.0,West,494.53,5372ebed-65c2
11530,56.6,East,222.55,1c31aaf3-749f
10200,31.5,West,702.41,387d5add-f125
11198,45.6,West,158.71,747a4829-c650
10764,25.8,South,524.02,f9be07f3-6788
10687,25.3,North,260.45,772d416d-d621
10350,61.3,South,714.81,9a87e357-5701
11183,73.3,South,114.86,fee3dbaa-f26d
11714,44.4,North,597.51,3f24ba6a-a793
10889,51.0,South,735.32,e5f3d466-d5e6
10090,20.3,West,600.11,81145252-d9f5
11087,40.5,North,389.33,3d922952-065c
11419,59.7,South,149.53,4bb8ebe2-2e74
10032,45.3,East,171.35,956abfdf-e8e0
10949,62.0,West,188.71,df1e04cb-edb8
11441,54.1,North,338.66,b0d508a9-10bf
10607,42.3,East,573.54,af4637b3-abe0
11506,71.1,East,715.98,1c684db0-bb2e
10953,53.3,East,324.82,b47299b6-68d0
10283,73.9,South,454.73,a6276167-6b6a
11542,60.5,South,290.35,e5def08e-d88a
10567,21.1,East,308.92,1f69e2b1-95a3
10925,53.4,North,191.27,e24c724b-2cb3
10164,40.3,South,266.28,f4e580aa-37fe
10337,33.7,South,422.25,dfff8cea-0b9e
10600,41.7,South,405.43,6b8da340-0aff
10597,28.8,North,703.85,a50939f1-d2c9
11185,37.5,East,414.61,8c68720e-ea7f
10622,50.3,East,178.8,428fd941-f7ee
10761,73.3,North,161.25,48cd42c0-552d
11266,70.7,East,186.71,cb618d75-528f
10487,24.7,East,480.89,70de13fc-bd45
10377,29.7,North,549.16,fa5fafdb-4bbf
10763,43.6,South,450.23,06617f95-ffb3
11573,26.3,West,745.86,27f31b78-a99d
11325,58.2,West,721.98,aab9278d-e25b
10693,57.3,West,725.13,8d0bb6d7-9dbc
10050,40.9,South,384.48,17acd7e9-1c2d
11245,54.6,South,635.96,c4605896-6434
10046,22.8,West,557.8,f526d3b0-c9f1
10398,46.0,North,731.34,5c6ebf5a-4bbf
11466,66.7,East,339.58,031eef96-b099
10719,35.6,West,705.73,166cdd33-e370
11518,74.6,West,266.48,e57c5c02-4775
11711,51.5,North,157.73,4da08e48-abbb
10135,71.2,West,116.34,ea16ce6e-d43b
10358,49.7,South,199.44,d5108bc0-9434
11134,46.0,East,675.94,4dcd5534-ed49
10459,19.5,North,165.52,a2f5a68b-3f94
11339,56.0,East,362.87,3ea7f419-3d1c
11566,33.8,North,499.17,af97fbd2-3d3a
10764,47.2,North,683.96,0efa8993-a3ad
10944,68.1,South,318.04,0d8a16f3-b8ea
10859,54.3,East,86.54,a0c69223-3063
11226,60.9,East,704.33,4d131338-b99c
10196,48.5,East,667.49,034d42fd-9015
10763,62.4,West,305.23,e92966be-3470
10446,26.8,South,673.68,cd75e6de-d5ae
10943,70.2,North,664.13,ec6494e0-f583
10713,35.8,East,154.26,f859396d-582b
11453,35.4,North,216.77,3a00c83e-402d
10429,25.4,North,368.6,1c99d366-09a0
11586,45.6,West,81.89,1b99eb83-1e58
10960,24.8,East,82.46,9a0f09e9-6669
10378,56.2,North,118.08,f11cc0a4-b217
10721,27.2,South,428.68,117e894e-0728
11083,30.4,South,773.2,b9b07ec4-6d93
11885,46.7,West,324.85,96e1a522-e11b
11379,72.6,South,676.06,fb368cf4-d922
10438,47.3,West,134.63,fc0f94cd-3f4a
10954,24.3,South,421.86,b8ddf15d-2a1c
10671,46.1,West,262.71,71a71782-d087
10595,74.1,West,191.59,addb8943-5bcc
10026,74.9,West,554.07,65787d0c-2b85
10244,26.2,West,571.28,fa42156e-5662
10132,38.7,South,303.97,fd9bfaf3-3eda
10476,65.8,West,258.89,6675d5e2-f39f
11365,52.4,West,790.64,82ec0fc3-4b74
11572,43.9,North,238.02,7f4d55b9-44eb
10060,23.7,North,672.73,2dd93719-a766
10312,35.3,North,620.13,774d34f5-964d
11355,46.4,East,456.83,c3933447-dc5e
11802,70.2,West,387.59,da55f825-e296
10941,20.1,South,467.5,b4c04bdf-fba3
10882,25.7,West,415.59,acce693e-f08c
10974,50.0,South,430.01,6431cbbe-fd48
11210,73.3,East,624.85,48d0e602-1f72
10057,51.7,South,677.7,575c9669-31d7
10876,37.7,East,358.95,3e85c8c4-7820
11327,35.8,North,732.79,4e0ebe2e-acd9
10347,19.1,East,78.03,6bd1f826-0a72
11425,44.8,North,789.32,63eac0a1-3209
11655,45.8,South,301.98,56ec0e55-995a
10744,73.3,South,422.71,c982a300-6d9b
10588,33.1,East,797.17,563b04fa-2271
11160,63.7,West,370.33,d2e08e57-998d
10886,55.8,East,200.06,66fd3215-e80d
11375,61.5,South,710.67,7fcbcf31-ef41
10548,71.4,West,750.98,335dab46-eccb
10302,31.7,East,683.09,6906d118-20fc
11298,29.6,West,250.2,291c0da1-78e6
10831,31.6,South,193.94,d3c544a3-eda6
10994,49.9,West,366.51,e7d90c1b-676b
10326,33.5,North,243.8,cdb4adab-5a1a
11319,66.6,West,636.68,e581620f-a0b8
11232,35.0,North,725.43,171e5028-47f7
10483,24.4,North,441.47,40767e21-2e35
10487,52.2,East,296.96,6c412493-49de
10218,28.0,East,379.61,96e83922-fb10
11092,39.4,North,287.37,6c7ceeb7-7e21
11972,33.8,South,322.25,b7363ad9-9dc8
10043,54.8,North,681.1,f0db6ecb-7ab6
10518,49.5,East,529.21,b35b9f78-3e7d
11095,67.4,West,341.35,416aa7f6-2e35
11917,64.9,South,273.07,a4f954fc-1158
10561,67.4,West,403.32,d7567d35-d840
11795,70.4,North,668.3,b2cfba8b-21fa
10720,42.0,East,389.95,a43f683a-e305
11620,54.5,North,350.5,a0d80651-a0a0
11179,22.7,South,237.2,f07db671-e729
10979,67.8,South,245.51,d3a71b83-9047
10406,22.8,East,186.42,e05b1892-72ef
10042,72.0,South,730.13,f9606ca3-6583
10536,58.0,South,87.34,9e35836f-8533
10305,23.1,East,177.59,9136d4ad-073a
11471,48.0,West,670.44,7e808d05-72ef
11461,29.6,East,265.97,7e81cdfa-42a9
10883,66.8,South,796.41,ad5c3c49-d62f
10369,41.3,South,71.58,f9e38905-7891
11265,43.7,South,327.23,754a3e48-0548
10960,25.6,East,780.8,98e1d54c-2567
10195,49.7,North,299.65,3c1e919b-b567
11241,71.5,North,54.02,618521ab-ca15
11374,39.1,North,485.37,42a27950-fc55
11905,37.3,West,148.94,87c9daac-4899
10533,24.7,North,783.89,6e1a1e1b-86c4
11255,65.3,East,437.73,2a3c6137-fb88
11564,72.2,West,89.92,260c037e-75b0
10375,20.0,East,172.67,7796048f-3b67
11833,70.9,North,381.14,8f942977-ea5f
11009,24.4,South,142.74,17f4b85d-9177
10369,65.6,East,472.44,2e39c29a-2756
10504,61.8,North,715.53,06a574ec-3e75
10807,39.3,North,677.73,275dd459-2981
10942,65.3,West,390.54,f4881671-02f8
10674,73.3,West,293.69,91b45e06-6c38
11767,20.8,East,292.38,61a2d612-cc37
10522,28.1,West,116.89,da33562c-536c
10795,62.4,East,535.38,27755e9d-98db
11005,63.7,East,727.8,9a7fde23-b7d4
11362,23.5,East,434.49,7d57ef69-c6b3
10975,33.3,West,117.67,2fb50401-da1e
10190,20.3,East,779.95,ad2b2c82-4f65
11906,46.2,North,268.03,6ff6881f-f489
10615,26.5,South,563.24,6d7fd4e2-186f
11128,22.4,North,435.06,82ba0fed-d377
10193,44.5,East,316.59,95e7c6e4-0854
10233,60.2,West,184.66,6498da39-2aa5
10852,68.0,East,285.46,b95e44e3-e65f
11277,64.0,East,775.04,2febcc33-5ec3
10160,60.6,East,703.71,1b387c72-092c
10011,40.5,North,178.8,7a248720-cf68
11779,55.5,West,277.1,9de2fd3f-ca3d
11647,35.3,South,151.34,30d867cd-0822
11425,73.3,North,206.92,a60c2bed-7bca
10892,66.0,South,114.57,c50c71f4-4bdc
10970,42.0,North,174.58,b3dd7820-f858
10965,19.1,West,488.92,338aea2d-c891
10104,37.0,North,522.81,b68d4037-d4d4
11737,46.3,East,77.76,665173fa-f9ce
10474,58.7,North,366.5,10423a8e-d593
11820,45.0,West,517.02,a56c0a56-e58a
11428,42.9,South,266.01,31341ab8-b00c
10897,31.2,South,490.74,af5a7636-efda
10268,68.3,West,769.85,bc0dbd13-f1d4
11637,73.3,South,516.38,bfcf214e-f73d
10264,27.9,South,504.31,fe678797-9b78
10480,29.9,North,799.45,42c45041-5134
10357,65.2,North,655.11,5675c8f3-3a5a
11264,30.9,South,414.77,fe60afde-b5e2
11575,20.7,East,722.24,f23e9a06-ea0d
11971,66.0,North,780.99,8ffe38c9-35f8
10342,53.9,South,733.24,818270d2-32d6
10315,54.9,East,664.37,33af15be-d4dd
11575,61.8,South,676.11,7942000a-92d1
11034,27.8,East,329.33,c13d8929-b8a6
11289,55.9,South,614.9,87972916-74d4
10282,63.7,West,738.52,e5e79add-b93a
11932,19.7,South,627.61,11d012a7-ad36
10644,40.9,South,375.55,93162f53-9769
10858,40.9,East,591.16,581ab26c-8f3f
11843,48.1,South,575.22,a6ebe702-b0c4
11817,64.3,West,631.55,e1878e93-2b26
10075,48.6,West,593.82,48af7f10-2f86
11047,49.5,East,617.78,28f78d49-0e47
11823,63.4,East,231.0,c62f3461-d872
11034,24.3,North,681.19,81eb7abb-3f64
10097,61.1,North,386.55,0155aa51-ad8e
10483,63.9,South,312.75,ac249f30-c15d
11064,60.0,North,295.89,95162359-b8f8
10930,23.6,West,671.33,14fa7d50-1fd7
10870,68.6,West,211.09,13fc927f-ce35
11204,49.9,West,704.01,9594eea8-d8ca
10901,57.3,West,598.79,29b01062-4116
10992,58.5,South,776.02,8775cabf-6cdf
10932,45.0,South,758.05,f3aa972b-d136
10225,24.9,East,80.21,273ef6f4-be30
10624,74.5,East,270.49,249316b4-d7f0
10099,71.4,East,716.79,373058be-fa43
10004,25.0,East,100.67,0b704f97-f65c
11173,35.7,West,725.22,c80682d3-f351
11708,59.0,South,621.46,72f68fe1-a682
10182,63.6,West,340.43,e6766b0a-ad91
11107,20.6,West,601.93,a55ac92f-54cb
11448,19.4,East,470.78,8f31bf2e-6285
11956,53.3,North,767.97,8591a818-f3a0
11029,69.1,North,543.69,8827f0b5-09b6
10563,62.8,South,672.27,945d91a5-2b56
11652,48.4,East,351.35,0b840c50-0be9
10696,42.9,West,68.04,872491ca-c396
10526,23.2,North,456.33,490ccf97-5d86
10523,61.8,South,280.1,2b501ad7-a68c
10371,19.5,North,273.52,19474d1a-48f0
10845,68.9,East,331.63,1ef7a52e-67b5
10490,60.9,South,419.73,1d75f901-1f0b
10651,44.5,West,99.09,0766699f-77ac
11871,68.5,East,465.56,19fc8579-404a
10623,50.4,West,112.93,f7c90c89-bf21
11106,74.2,South,453.15,73a55d2e-0083
11664,44.5,East,539.79,2ad98682-1ecf
11911,70.5,East,498.4,a1d8507b-9008
10093,27.2,North,275.48,6e951719-a2f8
11810,56.9,East,526.38,b52f5f46-8bc8
10503,55.7,East,306.22,9979ba46-0820
11871,57.4,North,506.59,2c6cdb5a-fa5b
11561,40.4,North,640.48,abeed5b2-3f30
10722,73.4,West,670.6,5ba3a49c-5ab8
11718,61.8,North,143.57,3167d947-04cb
10453,60.4,East,560.42,b58dfc59-620d
10184,64.5,East,656.31,389d2267-fcd4
11981,38.7,East,419.63,9b24955c-03a7
10401,74.1,West,133.21,80155756-5748
11130,29.0,South,99.02,10a71298-84ed
11911,50.5,South,710.75,463a5bb6-0bd6
11986,57.5,East,560.51,e212f7e1-0100
11920,42.3,North,690.39,52b0147b-d052
10561,24.9,West,421.68,b8a1e477-180b
10569,70.3,West,287.18,6450dd3c-ab5e
10167,68.2,North,792.7,b08647e1-261d
11878,32.2,South,296.92,a0135044-0e45
10982,42.6,North,494.4,401ad5cd-3736
10969,31.6,East,674.39,d25697ad-7936
11932,22.2,West,623.07,a016db34-3fe9
10175,73.5,North,333.05,b1804803-414c
10126,70.4,West,91.09,6e8d0018-3422
11387,21.2,North,271.19,61a71114-3110
11264,60.9,South,698.44,9fbeffb3-e825
10786,44.5,West,709.95,9e85e4d4-ade2
11333,71.4,North,390.56,314674a6-3493
10025,51.9,North,494.66,d73d52ba-4080
11305,47.0,East,365.76,71d2e63f-7c7e
10281,63.4,North,145.76,95a340d9-b72a
10637,51.3,South,160.56,57c850b0-bcd7
11987,18.5,South,92.99,dbd3e865-d818
10704,29.1,South,530.42,1182e8e7-60f3
11367,45.1,West,499.82,f68b6ba0-9969
10857,36.7,North,390.73,0acd1ac7-7055
11884,18.2,South,569.92,36903edb-f624
11504,61.8,East,655.45,603bc183-ccf5
10377,65.1,North,322.11,12e00b9c-0f5e
11136,24.6,East,380.31,5c230306-0f32
10407,29.3,South,214.21,2c9de90a-7def
10365,29.2,South,682.16,e9204a24-0abf
11702,56.6,West,541.15,e2901d96-ad40
11917,30.0,West,230.11,cf3a9723-57bc
11927,48.0,West,708.79,10bc94d3-49f3
11807,70.7,South,193.76,5fcf3219-dbec
11302,31.9,North,622.31,965afd0f-969f
11617,26.5,South,89.94,cbad3916-40bf
11743,47.0,West,206.93,109b851a-c6b7
11538,68.3,East,423.94,76da3875-a4c6
11459,39.3,West,586.74,7eaab0a1-8963
11190,40.9,North,205.4,e51728b2-e777
11767,31.4,South,279.5,e3826da1-507d
11915,66.0,East,462.91,1582de78-e396
11062,38.0,North,398.94,9f021a19-da2a
10923,44.7,West,325.63,7f5efb6b-8bc9
10783,19.4,West,225.34,a535f9d7-b7db
11846,22.7,North,639.4,ed360bb7-3262
10242,22.1,North,459.52,5571276b-a892
10512,35.3,East,192.98,42d9c5d7-9954
10577,64.9,West,759.36,030b4532-4c6e
11772,40.7,South,592.5,35ba5e93-77aa
11056,51.5,West,591.88,761e6287-2bf7
10641,66.2,West,627.6,b2ac4768-6b4e
10898,43.6,North,331.03,20db4294-04f4
11023,64.2,East,304.87,6b4d3d1a-ce86
11562,62.4,East,294.56,c90d35aa-473c
10314,73.7,East,476.14,619e17ff-c801
10130,48.5,South,406.08,f6419405-9bfa
10190,27.8,South,74.04,7d15c353-5f96
10407,22.0,West,262.86,3ba878d9-23d4
10931,21.3,North,178.87,692e33b9-5066
10226,25.4,West,408.69,119a7396-69b7
10266,67.6,East,374.15,798b2f02-9ee1
11203,29.6,West,256.58,24877651-20c0
11688,40.8,South,444.39,e115d52b-eb9f
10947,50.8,North,265.93,74d082c5-984b
10800,52.9,South,361.29,6e9c92ba-c4f2
11865,55.6,North,345.16,f2189128-7ab9
11813,67.6,East,711.92,89a92af3-222c
11429,59.4,South,731.55,5e653990-35df
11033,61.7,East,357.57,2a32e553-6a2c
11036,20.5,North,104.9,bfeeb533-c326
10703,60.5,South,347.51,02bfaf1c-3ab7
11452,70.3,East,552.72,76d8cbc7-ec36
10139,22.7,South,585.19,700ea842-f10b
11680,33.9,South,177.94,19bb5bf0-969a
10254,48.5,West,176.34,45f3dc5a-e19d
10733,28.1,North,719.52,8844bc0c-e255
11426,20.7,North,342.96,4eee5680-1ad6
11225,18.3,West,625.34,edc72f12-bfd1
11861,31.6,North,62.03,03ba33a0-6261
11392,56.1,South,769.06,aa03081b-5587
10090,41.7,North,661.72,a0751372-6a0b
11913,48.9,West,140.6,36ba4918-b691
10662,27.9,West,540.49,03113626-6cef
10939,30.5,East,537.46,5e75788f-2279
11813,30.5,East,625.66,fd8fb938-57c9
10515,72.7,East,786.06,b241b95b-440f
10680,28.0,East,783.52,aa97435d-2291
10686,19.0,West,336.78,fd06875b-7718
10043,53.1,North,281.64,bce7e298-7cb2
11269,22.5,South,330.89,4beef160-4da7
10769,29.6,North,228.55,e098d2e3-44be
10569,36.1,North,440.65,fa41dd2e-93b0
11537,19.4,East,307.05,fd063a58-71e4
