order_id,sales,profit,discount,quantity,category
7102,2449.05,169.16,0.77,8,Office Supplies
6730,1727.8,756.48,0.21,2,Furniture
1449,1938.96,-255.64,0.46,4,Technology
4688,3391.7,-96.37,0.33,1,Office Supplies
1145,2375.75,-301.53,0.14,1,Technology
5135,3045.64,914.51,0.57,5,Furniture
7168,4259.42,188.5,0.17,5,Office Supplies
9530,4123.31,95.73,0.08,9,Office Supplies
7131,2811.67,390.66,0.23,2,Furniture
2045,1688.06,-85.28,0.26,5,Furniture
5895,949.92,275.94,0.19,1,Office Supplies
7620,3306.05,521.13,0.58,8,Furniture
5250,4535.49,106.9,0.59,10,Office Supplies
4111,1722.4,570.05,0.55,8,Office Supplies
6873,2541.5,768.13,0.67,9,Technology
5813,497.04,-308.08,0.21,9,Technology
6499,3275.63,-166.62,0.18,5,Furniture
6428,1864.7,378.36,0.37,2,Furniture
1879,4333.3,375.36,0.76,2,Furniture
4187,2507.38,801.25,0.31,5,Furniture
1885,4355.54,-273.83,0.79,6,Furniture
8496,724.69,793.59,0.14,2,Furniture
6449,3158.85,-234.76,0.51,1,Furniture
5481,1054.82,660.31,0.46,3,Furniture
2442,655.74,150.57,0.34,7,Furniture
7280,33.3,300.67,0.58,1,Furniture
9700,960.98,515.12,0.5,4,Technology
6641,1567.34,-345.94,0.4,5,Technology
2069,4120.98,-52.7,0.23,9,Office Supplies
9587,1695.8,831.96,0.8,6,Furniture
6885,3753.08,-252.67,0.73,7,Technology
4742,1129.36,977.32,0.17,1,Office Supplies
9267,853.23,49.89,0.52,1,Furniture
5190,3858.54,434.7,0.48,1,Office Supplies
2771,3271.3,-470.39,0.55,7,Furniture
7230,626.74,-120.89,0.56,4,Office Supplies
1152,1512.57,492.5,0.53,5,Office Supplies
3247,2099.94,847.93,0.41,10,Technology
5631,578.92,-340.6,0.16,4,Furniture
9571,4865.87,36.88,0.33,3,Technology
9980,2486.81,-188.46,0.75,6,Technology
1044,73.62,-366.5,0.09,10,Office Supplies
9095,754.23,-364.88,0.41,2,Furniture
4787,2289.19,965.94,0.21,1,Technology
3862,4371.96,778.37,0.29,6,Furniture
2898,484.04,637.31,0.04,3,Office Supplies
3793,1650.02,841.79,0.76,5,Office Supplies
2522,1869.38,14.08,0.09,7,Furniture
5453,4180.18,534.85,0.38,7,Office Supplies
3732,574.15,544.25,0.05,3,Technology
7816,4557.02,224.01,0.46,8,Technology
7221,3898.03,417.04,0.69,3,Furniture
8997,573.56,116.93,0.04,5,Office Supplies
6148,71.68,802.5,0.42,10,Office Supplies
4669,4889.7,504.77,0.27,9,Office Supplies
2560,2169.91,589.98,0.39,7,Technology
1894,68.11,901.56,0.4,8,Furniture
3709,383.58,237.47,0.19,5,Technology
9305,1121.31,464.98,0.32,4,Technology
8521,2226.5,359.55,0.07,8,Furniture
6178,602.35,246.06,0.52,2,Furniture
7755,188.8,323.65,0.66,10,Office Supplies
5990,4451.65,343.5,0.52,8,Furniture
6953,4128.3,724.88,0.68,6,Office Supplies
8751,3586.12,44.94,0.36,2,Office Supplies
4633,20.96,32.71,0.51,5,Office Supplies
9552,1875.71,-340.52,0.72,8,Technology
7704,543.74,416.28,0.15,7,Technology
8488,4124.53,-214.13,0.27,7,Technology
3018,3863.0,175.76,0.53,9,Technology
9172,31.64,604.32,0.44,7,Office Supplies
8912,4622.61,671.62,0.73,10,Technology
3103,526.73,486.28,0.48,6,Office Supplies
7302,2099.14,413.49,0.55,4,Furniture
7518,4818.33,955.74,0.36,3,Technology
7762,3016.6,829.66,0.41,9,Furniture
4560,1012.44,436.25,0.23,6,Office Supplies
3173,4906.86,475.13,0.77,9,Office Supplies
6281,3554.66,641.16,0.45,10,Office Supplies
7839,3374.47,840.8,0.43,7,Technology
9564,541.29,71.31,0.04,1,Technology
5374,3753.42,-258.6,0.23,5,Technology
2016,3456.07,-57.29,0.6,1,Furniture
8415,521.38,802.05,0.59,4,Office Supplies
7371,1195.6,676.46,0.64,5,Office Supplies
1769,4633.16,81.33,0.77,6,Office Supplies
1881,74.7,-122.99,0.5,8,Technology
7025,3777.99,319.92,0.48,4,Furniture
8353,895.36,523.99,0.15,3,Office Supplies
9418,605.58,-439.05,0.22,5,Technology
3636,2924.09,-117.48,0.26,3,Technology
3518,4643.85,395.32,0.62,10,Office Supplies
5934,2457.85,359.02,0.29,6,Office Supplies
4603,4785.37,280.91,0.63,3,Furniture
9897,2689.81,-362.08,0.18,4,Office Supplies
6437,1662.02,-59.64,0.76,10,Office Supplies
8780,4983.19,735.53,0.78,1,Technology
6668,2233.88,856.74,0.49,10,Technology
1653,3415.93,-18.59,0.73,2,Furniture
5203,2705.78,-75.76,0.73,6,Office Supplies
9335,2233.33,-434.22,0.72,4,Furniture
9419,420.9,-356.07,0.78,9,Office Supplies
1120,3138.4,-183.83,0.5,4,Office Supplies
7950,4179.97,-191.63,0.66,7,Office Supplies
2181,3736.99,-269.37,0.37,6,Technology
2433,375.51,-233.01,0.2,2,Office Supplies
4729,4555.82,111.45,0.36,7,Furniture
6183,94.29,509.95,0.43,10,Technology
1745,3507.4,-391.12,0.74,2,Furniture
5937,3036.76,-77.72,0.74,7,Furniture
1504,2375.2,300.2,0.11,7,Office Supplies
5832,4801.07,-283.89,0.54,6,Technology
3316,624.94,-492.46,0.48,9,Office Supplies
2394,1530.41,622.44,0.72,6,Technology
7760,4529.08,777.19,0.11,3,Technology
5140,979.69,-227.96,0.64,1,Office Supplies
8557,3226.93,-390.28,0.54,5,Technology
4234,3630.69,230.79,0.26,3,Office Supplies
4842,509.22,429.27,0.72,6,Furniture
8383,1648.45,489.13,0.55,3,Office Supplies
6971,4040.42,937.99,0.13,6,Technology
4629,3563.87,461.26,0.22,6,Technology
6432,4390.65,194.27,0.29,5,Furniture
2783,887.09,409.94,0.67,3,Office Supplies
4218,1323.54,829.5,0.06,2,Technology
9309,3161.82,718.96,0.46,10,Technology
1600,2762.45,315.2,0.8,8,Office Supplies
3435,1835.43,-165.04,0.62,5,Technology
8613,2510.6,-364.17,0.29,1,Office Supplies
4913,4241.43,709.81,0.49,3,Office Supplies
3299,2236.64,-231.28,0.76,3,Office Supplies
8921,4696.48,-439.37,0.61,4,Technology
5331,1853.48,-435.79,0.17,6,Furniture
8695,4590.33,822.33,0.03,6,Technology
9542,3171.5,-89.76,0.59,10,Office Supplies
3848,1889.53,67.78,0.47,2,Office Supplies
5121,1887.88,860.86,0.41,6,Furniture
8976,3965.36,830.76,0.01,3,Furniture
3713,1157.65,271.81,0.22,3,Technology
3578,1817.49,575.95,0.09,4,Furniture
6410,3604.08,222.27,0.38,4,Office Supplies
3641,3239.82,116.35,0.19,3,Office Supplies
3639,682.27,268.96,0.71,3,Technology
3725,1298.72,-229.94,0.77,10,Office Supplies
1305,4393.76,591.96,0.66,2,Technology
8359,3036.56,207.12,0.39,4,Furniture
3338,3975.13,730.68,0.15,9,Furniture
3747,3623.69,14.01,0.36,10,Technology
4765,1897.27,-301.68,0.01,9,Office Supplies
7877,4134.31,408.27,0.14,10,Office Supplies
1639,4389.99,297.14,0.6,2,Furniture
3135,4510.9,308.93,0.0,7,Office Supplies
7892,1858.18,-434.84,0.42,4,Furniture
7246,1759.08,706.93,0.73,10,Technology
7971,678.08,215.71,0.19,2,Furniture
9908,2049.15,-216.47,0.57,1,Office Supplies
9561,597.96,-489.21,0.52,6,Furniture
6935,541.85,139.11,0.47,5,Office Supplies
7939,2827.7,417.82,0.79,7,Technology
7770,2765.0,336.34,0.14,9,Office Supplies
8925,1276.35,-40.02,0.28,7,Office Supplies
3262,4276.44,488.92,0.6,8,Office Supplies
3650,510.39,262.52,0.63,9,Office Supplies
1852,812.08,946.86,0.0,2,Technology
8727,4630.05,153.07,0.05,4,Furniture
2311,3049.05,586.74,0.74,7,Office Supplies
9536,1439.48,945.29,0.05,3,Office Supplies
9099,2200.47,-197.44,0.53,9,Furniture
4190,177.71,399.27,0.41,4,Office Supplies
3776,3373.38,39.61,0.52,3,Technology
5520,3900.57,29.69,0.32,10,Technology
9482,86.68,555.43,0.74,9,Furniture
6703,1743.9,723.27,0.18,4,Furniture
7618,2878.78,-108.34,0.33,2,Office Supplies
2185,2520.81,9.95,0.09,9,Furniture
9813,4067.61,362.34,0.56,7,Office Supplies
8923,3852.14,636.21,0.77,8,Office Supplies
8548,4483.65,793.03,0.39,5,Technology
7269,3171.97,991.3,0.54,4,Furniture
7757,4777.67,274.76,0.01,5,Technology
5706,474.12,510.55,0.66,2,Office Supplies
3924,2388.01,30.31,0.72,5,Technology
4115,2500.01,-200.5,0.59,5,Technology
4755,1021.81,-125.46,0.49,3,Technology
2964,4601.74,513.72,0.53,10,Technology
9871,4790.39,772.02,0.3,6,Furniture
5501,2459.12,976.59,0.73,5,Furniture
4638,3753.35,-307.63,0.42,7,Furniture
9859,172.49,20.93,0.69,3,Furniture
2972,3494.24,190.11,0.55,1,Office Supplies
4452,1903.35,-348.88,0.29,5,Technology
9987,1321.62,-95.89,0.77,6,Furniture
4013,2498.86,-184.2,0.56,6,Furniture
7563,1405.35,-230.17,0.1,10,Office Supplies
4744,4072.81,581.22,0.64,9,Furniture
7240,988.36,700.06,0.59,8,Technology
3893,2113.39,-298.29,0.71,9,Office Supplies
6172,3928.81,-49.95,0.45,10,Technology
7527,503.88,-254.99,0.17,5,Furniture
2577,2254.78,1.98,0.29,9,Office Supplies
5222,1727.26,117.64,0.28,10,Technology
9821,880.95,670.46,0.28,9,Furniture
8322,4449.27,71.61,0.23,3,Technology
6527,2114.86,418.47,0.32,2,Technology
3654,1724.69,-29.78,0.52,5,Office Supplies
7479,1363.53,167.35,0.69,6,Office Supplies
9535,4827.97,120.98,0.15,1,Technology
4844,3313.49,910.66,0.56,2,Technology
3734,1991.26,-356.67,0.75,8,Office Supplies
1881,141.56,95.52,0.61,2,Technology
5300,3094.33,-373.53,0.75,7,Furniture
4757,1244.51,-73.74,0.5,3,Office Supplies
3795,152.57,495.32,0.69,6,Furniture
8654,4875.16,310.88,0.22,8,Technology
9835,893.41,396.38,0.5,10,Furniture
9576,3202.53,300.68,0.73,8,Office Supplies
4721,4025.49,162.79,0.29,5,Technology
5973,62.67,284.97,0.61,3,Furniture
5698,2351.3,-487.52,0.74,8,Furniture
1149,3831.69,696.95,0.48,1,Office Supplies
7121,950.97,823.24,0.35,4,Technology
7385,4143.85,-169.11,0.06,4,Office Supplies
5454,1430.54,614.39,0.65,7,Technology
2121,920.21,-65.61,0.51,10,Furniture
5458,3505.36,237.99,0.26,3,Technology
9764,120.43,958.5,0.23,3,Office Supplies
8183,3638.26,-150.78,0.12,8,Technology
6601,2107.01,678.59,0.4,6,Furniture
1519,1657.94,765.32,0.76,1,Furniture
7429,366.21,205.22,0.15,5,Furniture
1206,618.59,652.22,0.2,8,Technology
1549,1003.91,602.98,0.08,4,Furniture
7375,3410.4,-31.84,0.26,1,Office Supplies
9534,619.49,221.84,0.24,6,Technology
4568,4866.64,-146.05,0.35,1,Technology
5523,2927.64,93.71,0.19,1,Office Supplies
8786,3445.15,-267.51,0.62,4,Technology
9190,466.09,427.97,0.74,1,Technology
6824,3226.43,551.99,0.63,3,Furniture
4812,1590.53,337.53,0.52,6,Furniture
4161,116.55,66.65,0.58,5,Technology
8951,3536.06,338.54,0.43,8,Technology
4057,2722.67,-14.48,0.37,10,Office Supplies
3627,353.69,-267.46,0.24,5,Office Supplies
7014,2275.85,663.88,0.4,3,Technology
6965,3882.32,-141.82,0.58,9,Furniture
4110,2625.11,246.32,0.44,10,Furniture
6285,2054.92,-16.96,0.08,2,Technology
3126,901.41,-453.09,0.09,4,Technology
1521,2859.35,754.45,0.53,9,Office Supplies
5193,254.94,-168.92,0.57,1,Technology
9051,4642.73,748.12,0.37,1,Furniture
7814,4111.91,691.37,0.05,10,Furniture
9667,212.86,-394.42,0.24,4,Office Supplies
2591,515.11,-153.47,0.31,4,Office Supplies
5075,2854.44,921.26,0.45,9,Furniture
2728,3833.75,364.85,0.54,7,Technology
3733,3964.38,324.95,0.4,3,Office Supplies
8258,4668.26,853.73,0.44,6,Furniture
7755,3823.28,145.88,0.58,10,Technology
9939,1077.5,648.56,0.74,5,Furniture
8412,2243.02,95.64,0.58,5,Office Supplies
1267,2592.87,990.12,0.24,5,Technology
4519,4280.04,-467.45,0.66,5,Office Supplies
9376,2786.05,888.88,0.12,1,Furniture
6827,788.97,-102.52,0.71,4,Technology
5198,4057.26,-362.14,0.32,4,Office Supplies
2264,3620.67,689.36,0.14,10,Technology
5921,196.48,712.51,0.31,1,Furniture
6700,4400.16,151.46,0.74,2,Technology
1187,3173.1,448.29,0.04,9,Technology
6231,2704.25,-275.63,0.4,4,Technology
1827,3371.44,996.05,0.78,10,Office Supplies
9269,459.51,147.9,0.63,3,Technology
6507,421.9,357.16,0.04,7,Furniture
2393,1998.65,151.74,0.56,3,Furniture
4245,2444.43,478.37,0.16,10,Office Supplies
9589,1238.77,-392.53,0.62,6,Office Supplies
2467,571.52,120.37,0.29,4,Furniture
6644,2973.45,-463.69,0.24,6,Office Supplies
8245,3119.68,160.7,0.74,4,Technology
7124,788.4,592.73,0.07,1,Technology
3419,4345.07,730.2,0.01,2,Furniture
8373,2361.24,-2.18,0.59,4,Technology
9952,2621.1,-112.01,0.39,3,Office Supplies
1301,1889.27,859.06,0.42,5,Technology
1984,1427.23,683.78,0.49,1,Furniture
1136,342.32,490.56,0.53,6,Technology
1312,1469.55,825.1,0.31,7,Office Supplies
2631,4520.32,226.99,0.48,2,Technology
4258,2508.25,186.98,0.74,1,Technology
5053,4612.13,-42.61,0.39,3,Technology
6681,3424.71,33.07,0.24,9,Furniture
2015,3132.7,818.02,0.71,1,Office Supplies
5590,1135.66,12.68,0.31,3,Technology
7262,2608.38,516.99,0.7,4,Furniture
4938,2868.76,139.7,0.25,10,Furniture
8359,2715.75,-189.86,0.11,9,Office Supplies
4314,4314.31,-36.5,0.56,9,Technology
8046,4978.47,963.67,0.12,10,Technology
6201,348.39,299.44,0.58,3,Furniture
3384,3638.13,648.15,0.7,7,Furniture
5970,2220.59,900.65,0.72,5,Technology
4079,542.79,-222.88,0.61,10,Office Supplies
5372,3031.97,418.54,0.48,4,Office Supplies
1427,1802.71,532.21,0.38,9,Office Supplies
8680,3562.98,60.94,0.68,8,Furniture
3253,827.29,-160.59,0.33,1,Furniture
7767,1120.55,507.01,0.16,4,Technology
3901,4636.24,978.44,0.69,8,Office Supplies
6323,4335.21,831.38,0.34,1,Office Supplies
7232,3603.8,91.23,0.75,10,Office Supplies
9784,2630.9,813.67,0.63,9,Technology
8399,2289.93,816.65,0.7,4,Office Supplies
9812,1984.1,602.76,0.45,9,Office Supplies
1807,957.35,159.33,0.71,5,Furniture
3727,2118.09,419.7,0.04,9,Technology
8595,4151.17,177.55,0.58,2,Technology
9952,685.18,120.34,0.36,3,Furniture
4308,4413.92,-364.73,0.26,3,Office Supplies
3024,465.04,559.34,0.51,2,Office Supplies
7292,3637.1,962.79,0.49,3,Furniture
7235,229.09,-243.67,0.27,3,Technology
3369,902.55,568.07,0.34,5,Office Supplies
8311,1451.01,-228.96,0.72,4,Technology
5146,70.92,246.44,0.4,1,Office Supplies
9084,1197.01,383.29,0.38,7,Furniture
2300,3010.07,-490.14,0.71,5,Office Supplies
4401,254.1,-277.62,0.52,1,Technology
1531,3338.31,757.02,0.24,2,Technology
2784,2090.62,-232.63,0.54,10,Office Supplies
3906,4831.8,624.0,0.29,1,Technology
5903,1620.88,846.29,0.66,7,Office Supplies
2063,1471.24,-298.18,0.56,5,Furniture
9635,2074.65,-185.23,0.17,1,Technology
9666,4936.07,225.49,0.55,5,Furniture
6185,1305.7,362.71,0.5,3,Office Supplies
9132,2603.33,447.79,0.39,3,Office Supplies
4812,3545.85,968.89,0.0,1,Furniture
2932,3689.97,-189.0,0.49,7,Furniture
1745,1675.62,340.62,0.51,1,Office Supplies
4296,3453.19,-118.37,0.05,5,Office Supplies
6307,3837.49,-329.24,0.27,7,Office Supplies
1477,4161.89,-208.98,0.67,8,Furniture
1582,3231.8,222.24,0.5,9,Furniture
8577,3922.11,120.93,0.59,9,Furniture
6169,2780.33,-471.92,0.46,6,Furniture
2084,4848.37,-79.31,0.02,7,Office Supplies
9753,4213.6,356.47,0.31,10,Technology
6050,3529.28,-28.25,0.03,7,Technology
9143,4386.47,57.38,0.66,5,Technology
9603,1518.57,-331.65,0.63,4,Technology
8270,2534.91,698.54,0.72,3,Technology
6572,4618.95,598.66,0.42,6,Technology
2609,4112.47,907.04,0.54,3,Technology
1598,2302.25,570.52,0.42,1,Furniture
1721,3438.39,391.43,0.07,8,Technology
2689,2607.68,488.48,0.25,10,Furniture
4438,1611.19,-211.18,0.22,6,Furniture
2927,1370.54,-263.76,0.09,10,Office Supplies
9422,520.85,313.79,0.44,5,Technology
5641,2874.67,-243.09,0.25,6,Office Supplies
8268,263.12,-456.51,0.72,1,Technology
7284,278.46,139.7,0.14,10,Office Supplies
8304,3085.41,-31.34,0.65,9,Technology
8629,2843.27,-360.63,0.64,8,Technology
8464,1558.85,466.63,0.61,8,Technology
4666,727.17,843.55,0.21,6,Furniture
4004,3501.08,497.77,0.63,6,Furniture
8987,161.02,213.0,0.28,8,Technology
5624,3842.03,406.66,0.1,2,Furniture
2752,1636.09,474.18,0.63,9,Furniture
7566,2956.77,-142.14,0.19,3,Furniture
7288,339.64,-187.64,0.56,7,Furniture
6606,2727.19,-145.77,0.53,2,Office Supplies
8972,580.47,394.11,0.26,2,Furniture
3886,1547.1,108.69,0.48,10,Furniture
6364,2476.53,490.25,0.07,3,Office Supplies
1003,3787.82,491.32,0.36,5,Furniture
8326,986.38,522.28,0.25,10,Office Supplies
5989,4593.32,905.01,0.57,6,Technology
1133,3061.34,265.64,0.68,5,Technology
7049,4506.37,951.85,0.0,9,Furniture
2797,4307.63,798.52,0.19,10,Furniture
6212,3561.75,109.05,0.35,4,Office Supplies
3841,2379.61,-217.66,0.31,6,Furniture
3527,1449.47,809.1,0.1,1,Technology
1257,728.54,827.33,0.53,3,Technology
3248,3214.79,123.78,0.36,10,Furniture
3945,2277.43,136.19,0.66,7,Furniture
4698,937.1,406.86,0.46,4,Office Supplies
9220,1353.56,889.85,0.46,1,Technology
8917,3527.36,-330.25,0.39,2,Technology
9624,4918.06,975.5,0.62,8,Office Supplies
2281,2621.55,415.11,0.2,2,Office Supplies
9834,3992.51,-31.25,0.04,6,Office Supplies
1176,2349.66,268.99,0.38,6,Furniture
6782,4803.3,697.33,0.23,1,Office Supplies
5981,3637.59,345.56,0.05,8,Office Supplies
3770,2868.57,484.48,0.23,10,Technology
5699,2428.95,-309.77,0.06,5,Furniture
3171,3082.83,-87.17,0.21,2,Office Supplies
3860,4551.56,608.45,0.53,6,Technology
5280,3914.81,-145.71,0.14,9,Technology
6617,4920.52,951.02,0.48,3,Furniture
7765,3854.14,-143.08,0.35,3,Technology
6653,281.09,-103.41,0.66,1,Technology
8602,1999.74,-47.95,0.6,9,Technology
7222,3420.71,85.11,0.21,9,Furniture
1194,1451.07,695.96,0.31,6,Office Supplies
1672,495.85,296.94,0.28,7,Office Supplies
5466,1681.49,-99.37,0.08,10,Furniture
8554,3868.02,623.64,0.59,10,Technology
9518,1693.66,535.42,0.14,9,Technology
1138,4160.13,-482.06,0.08,2,Office Supplies
8306,1764.07,587.88,0.2,1,Technology
2506,293.84,391.21,0.72,4,Office Supplies
2995,3543.29,-320.03,0.69,3,Furniture
4027,4481.05,543.48,0.2,8,Office Supplies
2240,3197.51,884.04,0.22,7,Office Supplies
6298,1294.11,671.1,0.22,1,Furniture
7366,1669.95,-409.91,0.76,5,Technology
8218,356.3,969.13,0.16,7,Technology
9061,551.07,310.95,0.35,10,Office Supplies
2740,4563.92,573.1,0.08,2,Technology
5105,3888.41,-471.85,0.4,1,Technology
7397,1339.52,550.08,0.72,10,Technology
9444,3540.95,656.49,0.38,7,Office Supplies
2148,2705.24,-495.04,0.76,8,Technology
9770,4675.86,38.38,0.55,7,Technology
2485,1833.12,780.01,0.27,8,Furniture
4327,891.33,-441.0,0.31,4,Furniture
7391,4483.34,445.93,0.29,2,Office Supplies
8175,3679.27,-290.09,0.15,10,Technology
9015,1949.95,689.11,0.51,8,Office Supplies
8361,4833.2,-475.37,0.27,6,Office Supplies
1701,2033.48,-182.48,0.52,9,Furniture
9791,753.28,369.02,0.74,1,Office Supplies
3319,2449.58,-471.41,0.73,10,Technology
4976,3509.47,-304.19,0.14,1,Furniture
2594,2286.36,-243.97,0.47,2,Technology
9145,2978.94,423.44,0.05,4,Furniture
6527,4059.49,973.29,0.54,6,Technology
9943,695.27,754.64,0.63,1,Office Supplies
3841,1684.16,-318.88,0.11,7,Technology
7060,2771.5,157.99,0.74,1,Technology
2637,3957.35,448.29,0.3,3,Technology
8978,412.81,-489.16,0.74,10,Furniture
7819,3470.58,688.36,0.38,3,Technology
3344,3202.73,284.63,0.33,3,Office Supplies
1616,2985.4,575.8,0.49,2,Office Supplies
5934,1745.79,-493.14,0.19,2,Office Supplies
2567,3098.42,794.1,0.79,9,Technology
8605,3853.95,488.99,0.22,4,Technology
3444,3429.37,952.86,0.38,3,Technology
1706,279.6,46.29,0.17,5,Furniture
8424,226.15,610.63,0.74,3,Technology
1476,2430.46,-325.9,0.72,8,Office Supplies
6340,2101.14,620.63,0.72,4,Technology
6343,1146.63,-144.32,0.33,4,Furniture
4615,376.91,377.64,0.04,7,Technology
4541,4640.16,182.49,0.31,3,Furniture
4181,3163.79,963.33,0.16,3,Technology
1977,1410.21,-333.34,0.37,7,Technology
6629,1107.07,-57.26,0.13,10,Technology
4763,441.51,785.46,0.39,4,Office Supplies
8757,4186.58,-81.24,0.58,4,Technology
6362,2176.9,-166.39,0.74,3,Office Supplies
1083,2094.68,-433.66,0.79,9,Technology
7974,2660.3,218.9,0.64,2,Furniture
9114,1210.15,337.73,0.01,7,Technology
3174,1798.44,-141.41,0.8,1,Furniture
5994,817.4,188.92,0.46,10,Technology
8452,2324.17,-292.06,0.56,3,Furniture
8607,3522.47,-497.95,0.5,7,Office Supplies
6454,2659.29,-55.12,0.6,10,Office Supplies
4393,3940.58,-378.56,0.7,1,Office Supplies
6963,4441.01,-333.55,0.29,10,Technology
6989,1838.5,472.26,0.56,9,Office Supplies
4354,700.64,2.39,0.43,8,Office Supplies
4437,3768.34,641.33,0.26,5,Office Supplies
7929,1392.96,-404.95,0.28,8,Office Supplies
9629,4149.5,205.25,0.43,9,Furniture
8405,3108.55,699.86,0.76,2,Technology
8501,445.67,86.02,0.14,2,Technology
3699,1386.95,545.62,0.4,4,Office Supplies
1371,1472.92,954.36,0.43,3,Furniture
6680,2106.45,606.56,0.02,4,Technology
1361,4360.25,-151.51,0.76,6,Furniture
6616,3282.24,680.24,0.39,9,Office Supplies
8295,2295.46,350.88,0.72,5,Technology
5259,1141.64,57.85,0.23,1,Technology
6785,1429.07,934.32,0.49,3,Office Supplies
9770,1433.38,959.81,0.67,3,Technology
4897,593.42,990.66,0.46,8,Furniture
7056,930.64,343.73,0.03,6,Furniture
3423,1870.85,309.8,0.13,5,Technology
1408,2028.77,249.13,0.12,8,Furniture
3556,31.43,607.74,0.78,6,Office Supplies
5842,2374.81,-65.26,0.76,10,Office Supplies
3409,3999.89,592.82,0.74,6,Office Supplies
2840,3660.89,850.26,0.11,9,Technology
6047,133.73,426.28,0.18,6,Technology
6347,284.62,461.97,0.47,4,Furniture
4206,122.52,307.62,0.36,2,Office Supplies
7462,980.31,-23.36,0.48,1,Office Supplies
6915,1993.81,573.95,0.34,7,Furniture
1199,1430.41,27.03,0.78,9,Technology
4533,3641.99,166.33,0.79,8,Furniture
3683,4030.31,955.54,0.34,7,Technology
2410,726.76,-45.15,0.79,9,Furniture
2083,4666.43,386.02,0.3,1,Furniture
5478,2078.42,333.72,0.57,3,Technology
4047,4163.1,-65.81,0.39,5,Office Supplies
5979,2475.56,609.78,0.18,1,Technology
5303,1507.85,460.83,0.51,2,Office Supplies
5713,2091.61,237.83,0.55,4,Technology
2955,3825.94,239.58,0.78,10,Office Supplies
6927,2909.52,348.36,0.69,8,Office Supplies
2959,1872.28,599.44,0.01,5,Technology
1958,739.22,191.57,0.55,6,Technology
1866,1370.63,129.27,0.73,6,Technology
5749,1465.4,458.42,0.06,4,Office Supplies
4002,3825.8,398.14,0.13,6,Furniture
5932,1364.58,546.95,0.29,9,Office Supplies
6761,4118.34,-480.65,0.41,6,Furniture
7750,1708.16,866.18,0.08,3,Office Supplies
4622,4159.55,692.66,0.45,9,Office Supplies
2867,2092.56,874.05,0.09,3,Technology
8856,1747.57,536.58,0.11,8,Office Supplies
9570,3820.31,13.07,0.57,1,Office Supplies
2943,1119.57,785.22,0.11,4,Furniture
3053,1057.11,971.66,0.34,2,Technology
1308,3875.71,636.0,0.03,2,Technology
9412,2969.95,203.62,0.73,1,Technology
5942,3341.26,631.83,0.63,10,Technology
4277,932.06,27.3,0.07,5,Office Supplies
6698,1767.49,782.71,0.62,10,Technology
9272,2855.47,-351.34,0.46,1,Office Supplies
4555,3581.9,946.4,0.14,9,Technology
2616,4621.92,880.72,0.68,8,Furniture
4033,2203.93,936.62,0.14,6,Furniture
7948,1079.23,-158.67,0.09,6,Technology
8633,560.48,-296.13,0.61,5,Office Supplies
1665,420.42,240.57,0.31,8,Office Supplies
6111,3438.36,761.64,0.18,7,Furniture
8011,952.04,-395.59,0.67,8,Office Supplies
7020,904.69,998.08,0.39,2,Furniture
8177,2618.09,514.78,0.1,7,Furniture
2666,3709.75,838.64,0.13,6,Technology
6548,1009.31,766.04,0.32,4,Furniture
9177,1399.81,570.24,0.47,5,Office Supplies
7557,1786.93,500.02,0.76,8,Office Supplies
5569,745.4,181.95,0.1,8,Furniture
4781,3145.57,-298.09,0.08,1,Technology
9161,3393.76,958.11,0.31,6,Technology
5960,3113.61,-355.5,0.06,9,Furniture
8635,1017.64,493.14,0.39,5,Office Supplies
6629,4049.31,310.79,0.01,1,Furniture
2951,1924.31,-28.16,0.3,8,Technology
1538,892.58,489.12,0.62,3,Furniture
8056,681.1,573.58,0.39,2,Office Supplies
9037,3303.79,528.06,0.46,8,Office Supplies
3560,2538.36,87.08,0.4,7,Office Supplies
6779,3834.69,-73.34,0.05,10,Technology
3100,4186.3,23.32,0.59,1,Office Supplies
6591,1909.06,142.22,0.79,7,Furniture
1924,3309.59,-128.58,0.52,10,Technology
2073,4346.01,-328.29,0.14,9,Furniture
1612,2309.94,795.05,0.45,7,Furniture
1334,3482.83,381.98,0.79,7,Office Supplies
7394,1618.88,-353.41,0.39,4,Furniture
9138,2518.81,647.36,0.27,10,Furniture
6952,4847.44,-197.36,0.51,2,Office Supplies
4507,1443.9,-428.7,0.8,7,Technology
2506,3591.36,367.29,0.47,5,Technology
9700,2381.59,-185.39,0.64,5,Office Supplies
5913,2170.22,309.92,0.16,7,Furniture
9443,2271.61,645.16,0.14,1,Office Supplies
9457,4314.92,365.26,0.17,8,Furniture
9728,4046.58,779.16,0.73,10,Office Supplies
1981,2616.13,46.41,0.12,3,Office Supplies
5919,4222.17,115.39,0.69,2,Office Supplies
4335,4231.38,-99.6,0.23,3,Furniture
4868,2035.27,-329.66,0.15,4,Furniture
8604,2432.06,986.94,0.34,1,Technology
3610,1370.83,-456.29,0.63,5,Office Supplies
3883,3225.03,-436.65,0.58,1,Technology
2375,1576.38,-53.03,0.05,7,Furniture
2479,1990.51,759.72,0.67,4,Technology
9196,4665.35,282.94,0.66,9,Furniture
9133,4423.98,-142.88,0.1,6,Furniture
7388,4031.15,615.94,0.75,4,Technology
2750,884.02,954.89,0.35,5,Office Supplies
1916,2456.89,62.06,0.76,6,Office Supplies
7943,2379.52,-130.48,0.22,3,Furniture
