order_id,order_date,customer_id,product_id,quantity,status
2052,2024-09-20,0b634188-95eb,137,44,completed
3993,2024-09-16,521440e0-4e73,145,28,completed
3474,2024-09-01,f8fb18cd-a440,136,25,cancelled
3858,2024-07-11,8adcf2fc-4c1b,118,46,pending
3987,2024-09-10,414e241a-b189,136,37,cancelled
3549,2024-09-16,3a3938aa-24a6,108,6,pending
3173,2024-07-01,92ee06a6-f59e,141,28,completed
2576,2024-08-17,3087e59c-ace6,137,41,cancelled
2136,2024-08-14,910529f5-66e7,142,48,completed
3992,2024-09-06,bcc6fef7-89d9,106,1,pending
3178,2024-08-12,4d700c75-535d,139,33,cancelled
2345,2024-08-06,ab19fab5-7bd2,103,34,completed
3482,2024-09-03,db00533c-a3b7,145,39,cancelled
3313,2024-07-03,7f8f48c2-aa8d,118,37,cancelled
2060,2024-07-07,c41b73a4-1a5d,103,4,completed
2243,2024-08-06,d85b7aae-4193,118,17,completed
2623,2024-07-22,434fc4a6-abd0,142,43,completed
3941,2024-07-17,ccb7c184-843a,142,29,cancelled
3446,2024-08-21,44051624-2c5d,150,26,pending
3025,2024-08-13,438ce20c-85d7,115,46,completed
3906,2024-08-31,b755aba1-d1a4,141,32,completed
3873,2024-09-24,008e05fb-fdd8,128,13,pending
3579,2024-07-17,75b45c1e-c948,118,30,pending
3198,2024-07-22,af381af5-4d5b,128,39,completed
3167,2024-08-20,0d899418-21fa,144,47,pending
2732,2024-09-02,f70ab30c-703b,105,12,pending
3338,2024-07-21,ab98ce8c-6fde,144,5,cancelled
2984,2024-07-18,3487fb40-e1ab,105,14,cancelled
3481,2024-08-18,67f66fb9-87c0,136,50,completed
3779,2024-09-28,4070b58f-6ef1,124,36,cancelled
2883,2024-09-28,9c1b0d42-9ab0,136,39,cancelled
3745,2024-09-29,bf2096fd-8f56,118,17,completed
2470,2024-07-31,53dd4022-5a5c,142,45,completed
2878,2024-09-12,fb445fe1-5956,118,36,cancelled
3942,2024-07-22,f0043ec1-4aa1,141,44,completed
3738,2024-09-06,b84c669b-3586,142,3,cancelled
3859,2024-09-12,39c3fc9a-14b1,105,49,completed
2074,2024-07-24,b490585a-8ca4,106,25,cancelled
2993,2024-09-20,914ebd3c-bc60,135,32,completed
2223,2024-08-04,9a8f877f-8ed8,145,50,pending
3083,2024-07-12,83718802-07b9,144,12,cancelled
2582,2024-09-03,d8902af2-8e06,110,50,cancelled
3583,2024-09-28,1e9f4fb3-5c97,144,1,cancelled
3126,2024-07-14,d992ed93-11c2,144,38,pending
3019,2024-08-26,f52ae53d-7fd5,114,26,completed
3014,2024-07-22,2419f69e-2905,145,36,pending
3449,2024-09-29,9965fa0f-46ad,135,6,pending
2585,2024-07-13,a5c944f9-e411,110,22,cancelled
2891,2024-09-28,b8b178ae-bb9a,144,29,pending
3627,2024-09-20,0476f562-808e,110,11,cancelled
3245,2024-09-23,8f415676-9728,103,12,completed
2483,2024-07-21,46539a45-ff30,118,43,cancelled
3133,2024-09-19,bbc33ed2-28a8,144,47,completed
3203,2024-07-23,737162b0-95f1,122,38,cancelled
2561,2024-09-13,08742cb4-bba5,150,23,cancelled
3945,2024-09-17,5bf63fdb-d590,115,12,cancelled
2135,2024-08-29,c545b5cf-ed5a,136,11,cancelled
2359,2024-08-27,acadbfd1-1084,150,35,cancelled
3015,2024-07-03,14381061-45bc,115,34,pending
2229,2024-07-18,6049eac6-6e95,101,11,completed
2662,2024-08-18,37f9242b-97cb,142,25,completed
3946,2024-08-09,f95d4e98-00c5,118,45,pending
3966,2024-08-31,1b9efa50-f39d,144,19,completed
2766,2024-09-15,a283fe09-7b29,103,36,completed
3702,2024-08-15,0cf8b935-e030,147,30,cancelled
2165,2024-08-01,128ad481-27a0,114,37,pending
2941,2024-08-25,65cd4946-ec13,108,21,cancelled
3030,2024-09-18,ff8291bd-f814,139,19,pending
2849,2024-09-16,e8ec5161-5f49,142,3,pending
3445,2024-09-28,7b023ef0-cf4e,125,11,cancelled
3096,2024-07-04,56c645f8-b365,136,49,pending
2637,2024-09-08,dbeef687-cd17,118,47,cancelled
2088,2024-07-13,58cad6b2-0bbd,142,18,cancelled
3187,2024-09-22,96ee0a27-eab3,135,7,cancelled
3717,2024-09-21,e31db9fa-7cd0,107,2,cancelled
2659,2024-09-26,b7ac2677-2bf4,107,9,cancelled
2528,2024-07-28,d2f6b24f-77c9,129,25,cancelled
2372,2024-08-12,ee5b73d5-1564,141,38,cancelled
2640,2024-07-10,284d6cdd-dd77,147,40,pending
2290,2024-08-03,9d6d55f6-935c,101,12,completed
3134,2024-08-14,38f5ef0b-fac8,118,10,completed
2434,2024-08-22,ef49331d-8578,136,25,cancelled
3402,2024-07-05,72a86786-173f,115,34,cancelled
2138,2024-08-07,52c55926-cd47,148,14,cancelled
2017,2024-09-17,c70c3ccc-da01,139,18,pending
2695,2024-09-21,b59cf5cf-22f6,125,21,pending
3305,2024-09-14,247a8d0a-a022,124,11,completed
3581,2024-07-03,d0ffadd1-3439,135,36,completed
2238,2024-08-14,f14a20dc-12e6,118,34,cancelled
3798,2024-09-22,844960b9-13c4,142,26,cancelled
2603,2024-07-08,df921194-9bef,128,13,pending
3703,2024-07-06,34495bf0-f1e6,118,11,cancelled
2637,2024-09-04,ae357ca8-b288,128,12,pending
3311,2024-07-26,b65804d5-632c,118,21,pending
3947,2024-09-10,5b0c83f2-d160,103,5,pending
3109,2024-09-02,e6c24e37-c8f3,129,37,completed
3350,2024-09-13,a048d9f9-4a34,118,31,completed
2913,2024-09-01,c0f946f3-4e8e,142,25,pending
2548,2024-09-03,28d01b73-2023,150,24,pending
2846,2024-07-15,3eacc6f1-1ad7,125,45,cancelled
2911,2024-09-17,c87c6570-2314,116,22,completed
3172,2024-07-18,7e55c1c5-e864,118,23,completed
2656,2024-09-10,3afa5990-7b93,150,39,completed
3924,2024-09-26,38ef62cb-9d1d,128,1,completed
3356,2024-08-22,e657c0af-2f58,141,8,completed
2130,2024-09-23,9ebebddf-829f,137,23,pending
2764,2024-07-02,d5c43e3e-11e1,125,40,cancelled
2637,2024-07-08,9f9377e8-5328,124,41,cancelled
2751,2024-07-18,04381e14-644b,118,43,cancelled
2994,2024-07-29,99043cf2-98f3,108,27,pending
3169,2024-08-13,fb5ceed7-ad8a,124,50,completed
2805,2024-08-25,8b4fd63b-37d0,118,3,completed
2512,2024-09-10,40485493-4214,103,41,cancelled
2157,2024-09-22,0d8e48c3-7b65,145,3,pending
3121,2024-09-10,a665aa4b-7f97,148,48,pending
3974,2024-09-24,0c3fa44d-c788,118,27,cancelled
3126,2024-07-22,f97b9fcc-a06e,116,26,completed
2725,2024-07-05,5055f825-a9dd,109,35,completed
2965,2024-09-02,9c5e57aa-dad8,124,44,completed
3454,2024-08-26,7ac42be8-8cfc,109,40,pending
3768,2024-09-18,08f16d6a-86a7,148,17,cancelled
2919,2024-09-30,63786d1b-1bce,114,35,cancelled
3957,2024-08-03,a640436b-f26c,125,43,completed
3761,2024-07-12,2d05137e-4b35,115,4,completed
3879,2024-08-14,049f1c55-0575,142,39,cancelled
3382,2024-08-17,41ab3a22-9343,107,19,pending
2273,2024-07-04,016756c4-d170,144,47,cancelled
2737,2024-08-04,ab35b329-eaf4,124,31,cancelled
3722,2024-08-28,3900dcd8-4e4d,124,20,cancelled
3139,2024-07-07,f10d5e4a-3371,108,4,completed
3155,2024-07-30,28660f5e-ae85,122,48,cancelled
2588,2024-07-16,e67e86e5-8d93,115,9,pending
2438,2024-08-19,6b0ce981-1808,124,34,completed
2677,2024-09-27,828492be-998d,141,1,completed
2146,2024-08-30,8129726a-f7c0,115,12,pending
2396,2024-08-14,e9b6ffed-8b1d,144,11,pending
3842,2024-07-23,f5b2aeeb-cd75,118,3,pending
3080,2024-08-05,66506707-f529,130,4,cancelled
3461,2024-07-28,70d42842-beb8,142,18,cancelled
3761,2024-07-02,2106c1e7-20cd,129,42,pending
3647,2024-07-07,d9a17ebd-0568,128,19,pending
2397,2024-08-21,f92e5ff5-a0cc,118,17,pending
2213,2024-09-26,16cc9aa2-eb3b,118,45,cancelled
2347,2024-09-20,e5b2409a-94e2,122,26,pending
2886,2024-09-05,b8be1b53-d26d,144,27,cancelled
2477,2024-09-13,763290d0-a284,142,27,pending
3623,2024-07-11,f3a0e6d4-8415,103,46,cancelled
2731,2024-09-04,13ab3bc9-c2fa,118,8,completed
3743,2024-09-21,32832d1f-2adf,141,20,completed
2061,2024-07-03,97f571c3-14c1,116,11,completed
3797,2024-07-15,39370159-1845,141,42,completed
3161,2024-09-12,317d6ce8-e840,124,17,pending
2143,2024-07-05,bab2ba49-5fe7,106,50,completed
3926,2024-07-16,1e3a74df-8a1f,108,24,completed
3287,2024-09-23,a4458fa4-24e4,142,44,cancelled
3090,2024-09-09,6b006604-4653,124,41,cancelled
2021,2024-09-04,e355fa97-7f7e,145,50,completed
2470,2024-08-17,fe9b32cc-49c8,122,10,pending
3537,2024-09-22,9712189b-a518,142,5,pending
3007,2024-07-01,229307bd-a9df,118,22,cancelled
3101,2024-08-07,59d12cfd-2201,125,42,cancelled
3230,2024-07-02,9dda3b45-1bf2,135,11,completed
2479,2024-09-08,443a5eb8-1166,142,40,completed
3127,2024-07-12,111970b9-5447,118,35,cancelled
2139,2024-09-03,5cf3a5b9-f5a4,108,10,pending
2128,2024-09-14,d0bc5145-5938,135,18,completed
2335,2024-09-14,a5dd6a61-4cd6,135,31,pending
2308,2024-08-14,1659d475-5a8f,136,3,cancelled
2616,2024-07-20,ddaa1f92-2d77,115,38,completed
2013,2024-08-26,410ef5b7-6486,101,6,completed
2712,2024-07-07,fb5d6cdb-057f,144,2,cancelled
3377,2024-09-25,f2ddeac5-29d2,103,15,cancelled
3371,2024-09-22,f82bcaa7-c029,142,29,pending
2825,2024-08-27,06781768-7430,150,4,cancelled
2412,2024-08-19,6ef3ee45-fd0f,103,16,cancelled
2545,2024-09-28,f137af8b-46ee,115,14,pending
2992,2024-07-20,289eb845-787b,115,14,pending
2779,2024-09-14,9aa379e6-6e1f,141,13,completed
3578,2024-08-02,a562e382-f0ba,118,41,pending
3141,2024-09-13,cd796ea5-b50c,107,46,cancelled
2184,2024-08-10,b32ad00f-c471,135,2,pending
3846,2024-09-06,7cb73aa2-9ceb,118,26,pending
2973,2024-07-18,dcf89d13-7433,118,41,pending
2513,2024-09-27,76da2542-b2f0,125,35,completed
3316,2024-07-20,05a94306-fab3,108,2,completed
2739,2024-09-03,d07f31b3-fdbb,150,7,cancelled
2881,2024-07-15,95b20597-d804,139,26,completed
3615,2024-08-12,0c1ec8cc-db1a,135,16,pending
2070,2024-09-23,9660d27b-6193,142,43,completed
2262,2024-07-08,4dccff8c-1004,115,18,cancelled
3087,2024-08-19,83fdcc03-4a4d,103,26,completed
3269,2024-09-25,2c434fd7-c9a9,148,16,cancelled
3500,2024-07-22,bb7cf8ba-2fe7,114,44,completed
2758,2024-08-16,94ad20c7-ef0a,109,5,completed
3876,2024-09-26,eec4f9b6-0507,110,43,cancelled
2247,2024-08-26,988868bc-8226,128,1,completed
3791,2024-08-24,558dbd62-9916,142,18,completed
3081,2024-07-18,ae308272-7743,128,8,cancelled
3718,2024-09-28,75d6ca08-5d38,103,17,cancelled
2404,2024-08-09,4b2daea8-7abc,129,32,pending
3454,2024-09-25,6ec80c6e-25d9,136,41,completed
2338,2024-08-18,b0c235af-4667,145,39,pending
3959,2024-08-01,5d14c9ab-59c3,145,29,pending
2774,2024-07-08,2429c433-8ce4,142,45,completed
2112,2024-07-24,89ae2c2d-2ae0,101,48,cancelled
3671,2024-09-14,dfd6b9d3-f542,145,41,pending
2951,2024-09-22,d8d38052-91e1,118,30,cancelled
2135,2024-09-21,4519bb9b-77f3,145,18,pending
3289,2024-08-05,fa090c53-6135,115,48,completed
2401,2024-09-16,93820528-9cb0,144,45,completed
3699,2024-07-12,558599cd-614b,116,34,pending
3913,2024-07-26,b8ac5446-b3e2,108,35,pending
2798,2024-09-09,f4f36f12-a5fc,141,23,completed
3550,2024-09-18,f6480403-86dc,142,7,completed
2101,2024-07-31,b8c1187c-edfb,124,41,pending
3241,2024-09-14,f6b085e5-c3c5,150,4,completed
2171,2024-07-27,c6bd8622-7358,116,21,cancelled
2226,2024-08-08,e3fe94a6-611c,124,23,pending
3513,2024-08-08,d0449580-c825,150,49,cancelled
3137,2024-07-19,7663f473-be15,105,33,pending
2329,2024-07-02,dd0f19e1-9cfa,118,18,cancelled
3323,2024-09-01,5fb203cd-6068,148,5,completed
3910,2024-08-31,76789521-b17c,118,16,pending
2939,2024-09-14,e955d51b-bf1c,115,3,pending
3599,2024-08-05,159538ac-89a6,130,44,cancelled
2934,2024-08-17,8be0cfd7-140c,130,39,pending
2894,2024-08-31,1252b454-2df4,124,36,pending
2280,2024-07-18,69ae690b-0d30,115,5,cancelled
2558,2024-08-21,d908f1f9-e03f,142,40,completed
3516,2024-07-12,69230c7f-0c25,128,24,cancelled
3948,2024-09-22,743116f3-46f9,150,15,pending
2282,2024-07-15,f075f9d6-ca59,139,35,completed
2803,2024-07-30,527e9b71-4ad6,141,31,cancelled
2175,2024-08-24,9e10789d-0371,135,19,pending
2135,2024-08-03,86ffc22f-8bc0,101,36,cancelled
3821,2024-08-22,194e78a0-3c91,142,34,pending
2929,2024-09-17,fa9d46d8-d604,135,37,cancelled
2871,2024-08-23,61eb9690-3490,118,11,pending
3748,2024-08-11,c7953b75-f252,150,30,pending
2483,2024-09-30,ddf8bf27-c902,118,18,cancelled
3593,2024-09-22,4ad44e2d-a545,108,10,pending
3625,2024-07-30,d7fa628a-7a1e,108,31,completed
3788,2024-07-18,8f052278-bafe,141,21,pending
3641,2024-08-07,8dfb46e8-2d40,115,49,cancelled
3929,2024-07-05,10db4fda-d77b,122,32,pending
3361,2024-09-14,04384ed0-2883,142,21,completed
2714,2024-07-19,f3f4b073-bcf8,125,5,cancelled
2843,2024-08-09,1e6df350-3d71,115,17,completed
2896,2024-09-04,4d14e3f1-a43b,136,40,cancelled
3346,2024-09-09,a66a8a65-e9d0,110,24,completed
2045,2024-08-25,04b874cb-df92,124,22,cancelled
2541,2024-08-15,e2031042-a963,115,47,cancelled
2256,2024-08-31,a6fc8d18-580e,115,6,pending
3523,2024-09-04,0b0c7710-3b6e,135,46,cancelled
2500,2024-09-15,5480c8f7-7312,137,47,cancelled
3108,2024-08-16,8036ba63-acac,145,21,pending
3397,2024-09-21,ff6c5729-a410,118,11,cancelled
2785,2024-08-21,e647f54b-c7b6,118,41,cancelled
3129,2024-07-19,7ce353ff-a5af,129,14,cancelled
2339,2024-07-25,54c02bc4-ecfb,142,8,pending
3273,2024-07-21,2f033e70-e644,108,31,cancelled
2814,2024-08-24,a134a478-1c40,103,47,pending
3386,2024-09-27,ffa33c9a-1f4f,148,5,cancelled
3855,2024-07-14,e5b8295f-112b,141,43,cancelled
2053,2024-08-08,4ccc5033-d159,108,8,cancelled
2474,2024-09-05,311b1679-4a35,125,12,pending
3379,2024-08-09,a37a7491-b0ff,118,18,completed
2106,2024-08-24,e7298ede-7948,141,12,cancelled
2049,2024-09-27,dc910b12-b794,107,26,cancelled
3797,2024-07-17,1672cef6-1392,135,44,cancelled
3517,2024-08-20,b210fbeb-3342,128,9,cancelled
3368,2024-09-26,5c33eb49-b3c1,135,2,cancelled
2695,2024-09-30,e05d7a09-8c65,105,10,cancelled
2756,2024-07-06,f55d0c07-def4,109,8,pending
2627,2024-07-27,d37d48e7-b3b6,114,40,pending
3541,2024-09-07,237efadb-d45f,137,22,completed
2506,2024-07-31,685abe57-77bb,118,8,pending
2811,2024-09-25,6c18bd9d-a251,135,13,completed
3819,2024-08-14,d8b917ed-da31,130,43,pending
2818,2024-07-14,cec069a9-792d,135,35,cancelled
3889,2024-07-27,05507a75-968d,103,30,cancelled
2041,2024-09-10,7019346a-7f97,139,22,pending
3803,2024-09-28,3e3dc005-e03f,142,25,cancelled
3093,2024-09-01,a975267f-4116,128,48,completed
3420,2024-07-20,4ca2523e-4d7a,150,18,cancelled
2396,2024-08-26,0b45e39f-8e5d,136,44,completed
2920,2024-09-28,8c383458-3b6b,125,8,pending
3463,2024-09-24,b7c76874-0fee,106,43,completed
3989,2024-07-29,33e3fb43-2ee5,141,7,pending
3475,2024-07-25,c737ae7f-45d0,150,5,completed
3072,2024-08-17,a6366b97-9003,144,23,cancelled
2726,2024-07-01,519f33f7-af81,141,21,pending
3627,2024-08-23,896fdadb-4b4b,108,2,pending
3319,2024-09-24,f354917e-ce2e,105,19,cancelled
2302,2024-08-25,bbb53824-878d,115,35,pending
3666,2024-09-14,1684ab54-7484,109,46,completed
2394,2024-07-23,6f9bb50a-ba45,142,45,pending
2682,2024-07-01,b96346e4-fa99,142,21,completed
2649,2024-09-14,0c00fba5-5b82,150,19,completed
2073,2024-08-18,26d1c02b-43b9,144,27,completed
2280,2024-09-22,a5b795ca-3b52,128,48,pending
3993,2024-07-09,75a44be0-01ac,137,2,cancelled
2851,2024-08-30,f5ab8a7c-282d,135,21,cancelled
3983,2024-09-04,16db7096-b172,103,50,pending
3332,2024-08-22,d911c377-5fd9,150,25,completed
3166,2024-07-04,bc713a08-9ab6,144,28,pending
2960,2024-07-08,511b14a3-fc73,109,2,completed
3329,2024-07-15,3c428021-2960,147,2,completed
2974,2024-08-22,df31f1bb-1c58,115,19,pending
3560,2024-07-13,759a72af-cf4b,101,5,pending
3457,2024-09-25,82cee988-fabe,150,7,pending
2328,2024-08-17,d4467572-8a5a,124,48,cancelled
3646,2024-08-16,45bd8252-f53c,128,47,pending
3937,2024-07-15,2bd09cea-b0d1,122,15,pending
2791,2024-08-07,ab08214b-e0f1,142,2,pending
3264,2024-08-01,38a968e7-3bd8,115,33,cancelled
3210,2024-09-28,0e2e72e5-781c,136,6,cancelled
2185,2024-09-18,eb2a7826-c7e9,150,1,completed
3962,2024-07-22,927381b8-8f5f,145,19,completed
3730,2024-07-05,ef9f4c0b-1d3c,125,47,pending
3218,2024-09-10,d2f6abd3-75d5,115,45,completed
3502,2024-09-19,7c77c033-caee,128,18,pending
2965,2024-08-29,5869518e-9a2c,148,26,completed
3463,2024-07-24,07fa8c1c-91ed,145,33,pending
2337,2024-08-21,8da87627-c439,142,20,cancelled
3005,2024-09-10,6d652c13-c38b,128,32,cancelled
2930,2024-08-06,7ef4dc2e-28e2,115,22,pending
2476,2024-07-29,90c096d6-25a3,108,18,pending
2840,2024-09-17,9885f109-0cae,142,30,cancelled
3677,2024-07-31,2cc62b55-fe4e,124,36,completed
2392,2024-07-24,7d85a61c-6ac8,108,36,cancelled
2432,2024-08-13,a6f52338-59f6,150,34,completed
3675,2024-08-25,f4d96776-67d9,136,41,pending
3050,2024-09-30,4ca10410-bb57,125,49,completed
2929,2024-08-03,20f938cc-1c1d,145,14,cancelled
3947,2024-08-14,84149338-55b7,115,22,cancelled
2447,2024-08-15,78b190e6-5834,137,33,completed
3773,2024-09-07,20e16267-9f8b,115,36,cancelled
2946,2024-09-04,9ca5d557-6ab1,115,10,pending
2914,2024-08-27,9d466596-38c9,141,11,cancelled
2702,2024-07-24,ed63bf37-d9b4,103,33,cancelled
2677,2024-08-19,6dd6796e-c507,142,40,pending
3578,2024-07-18,6f343e4a-0316,103,35,cancelled
3482,2024-07-31,e4fb7c7a-983c,107,39,pending
3034,2024-07-31,459ed9c4-5df7,141,38,completed
2004,2024-07-04,bbbfb4fc-f4b9,115,42,pending
3702,2024-07-08,dbf3971b-6e8e,136,48,pending
3746,2024-07-25,7e165599-c02f,142,32,completed
2268,2024-09-26,b7bf9abc-2ad0,118,30,pending
3342,2024-09-11,9658f094-edcc,124,38,completed
3378,2024-09-18,3a3d931a-d36d,137,35,cancelled
2664,2024-08-31,2cd3db37-7e97,106,42,pending
2491,2024-09-20,7f9308cf-ff18,118,1,cancelled
3296,2024-07-11,55b0951d-3367,144,41,pending
2304,2024-08-15,dfa80b8b-f67f,136,3,pending
3276,2024-08-09,68af8829-927f,109,39,completed
3980,2024-09-05,f50b201e-726e,142,38,completed
2301,2024-08-15,1e8ec767-43bf,129,24,pending
3414,2024-09-16,d4759edb-290a,103,8,pending
3602,2024-07-22,063617d0-efaf,130,18,pending
2018,2024-08-18,fb02d41f-7e14,145,30,pending
3400,2024-09-20,7c1041c2-fd79,135,21,completed
3131,2024-09-19,d8fb5d81-dc5d,147,21,completed
2086,2024-07-17,fa2b0d67-7a7c,115,30,completed
2287,2024-09-25,cb3470cb-d23e,135,13,completed
2826,2024-09-03,8170ad86-9359,142,48,cancelled
3011,2024-09-02,00e3e89e-7d5a,118,19,pending
3161,2024-09-13,2ac83ca9-8609,136,20,completed
3103,2024-07-09,284a9959-0ee2,115,12,cancelled
2839,2024-07-15,dbca4592-cf1f,106,10,cancelled
2172,2024-09-25,37a4761c-fb59,115,20,completed
3366,2024-08-17,21822f2d-e779,118,28,pending
2568,2024-07-20,4e12fbf9-d6b4,141,31,cancelled
3423,2024-09-29,984fb076-d184,106,27,pending
3072,2024-09-27,03e8ab8f-ffb7,142,9,cancelled
3623,2024-07-25,a2bc00e3-5417,150,44,pending
3079,2024-07-11,97e878b8-0f4f,118,29,pending
2899,2024-08-08,86e5cd78-2aae,135,43,completed
3232,2024-07-13,0faccc06-7dcd,114,10,completed
2937,2024-08-04,6cbd93d9-455d,135,13,pending
2835,2024-09-30,2ee52c08-357a,135,33,cancelled
3496,2024-09-22,ec12275f-abde,142,43,completed
3243,2024-07-01,586ade67-4a96,124,31,completed
2978,2024-08-30,9718f53d-6483,108,9,completed
2732,2024-07-25,8ce59562-2f9b,124,43,cancelled
2305,2024-07-02,966b328f-b6db,144,38,completed
2261,2024-08-17,99a7c2c4-ce52,141,35,cancelled
2383,2024-08-05,28cf05eb-2407,144,29,pending
3266,2024-07-02,0b009c17-918e,110,26,completed
2692,2024-09-27,244adcf8-ec24,128,12,cancelled
2320,2024-08-27,4fe165a1-1b30,128,44,pending
2292,2024-09-17,ce166244-3012,141,42,cancelled
2547,2024-09-08,66e24f71-10f0,145,35,completed
3040,2024-08-07,6571033e-127b,115,7,completed
2283,2024-08-03,9a4b246d-9ab9,110,11,completed
2835,2024-08-18,7ab5a512-b381,142,34,completed
3296,2024-09-03,3b7bee8b-b7b0,135,44,completed
2072,2024-07-05,fe26eec5-139c,148,39,pending
3071,2024-09-01,37d00f6c-432b,136,1,completed
3280,2024-08-08,6e69405e-1889,141,23,cancelled
3913,2024-07-25,5a5b478f-a5c6,137,24,completed
2915,2024-09-21,4f127b84-6ede,128,26,completed
2173,2024-09-21,7bd96683-be6b,129,39,pending
3529,2024-08-08,9aecc8db-9235,109,9,cancelled
2238,2024-07-31,19ef4f4a-6d75,137,30,pending
3148,2024-09-10,de3904aa-74d1,141,2,cancelled
2595,2024-08-08,01bd5e0c-a3dc,147,45,completed
2337,2024-07-07,cefee71b-b629,142,42,cancelled
2993,2024-07-08,6ee996bc-e77c,145,10,cancelled
2421,2024-08-27,ed58e0a0-b45c,144,21,pending
2984,2024-07-31,23ba83c6-69a0,108,50,cancelled
3889,2024-07-24,13ade724-1295,110,30,cancelled
2891,2024-07-17,d880e0c0-3d1a,145,18,pending
2237,2024-07-01,81daded6-bc26,142,17,cancelled
3522,2024-09-06,b4015609-40f6,136,21,completed
3922,2024-09-29,3dc4173f-ce23,107,12,pending
2647,2024-07-23,72170f36-509a,108,50,pending
3389,2024-07-19,d770efb5-21a1,129,2,cancelled
2642,2024-08-06,6e81958e-479e,101,23,pending
3019,2024-07-02,07334957-cd62,128,45,cancelled
2922,2024-07-19,1ab54cf9-5f08,116,17,pending
3416,2024-08-14,c05c3a0f-ce54,142,7,cancelled
2801,2024-09-12,2654cb52-8261,145,29,completed
2728,2024-09-18,aa492add-86f9,145,38,completed
2391,2024-07-29,972edb92-3e95,115,39,completed
2277,2024-08-20,c5889feb-0ba8,144,18,cancelled
3304,2024-09-17,3f6ee245-a4f9,141,24,cancelled
2546,2024-08-02,2cfd23ba-1003,144,28,pending
2115,2024-09-17,5e40f38d-2800,115,36,completed
2435,2024-09-01,7ef0c5d3-a4f4,128,13,completed
3594,2024-09-19,ae225961-bfc3,137,11,completed
3043,2024-07-03,a161989f-7b26,110,41,cancelled
2295,2024-09-05,9251d111-5bca,141,48,cancelled
2485,2024-07-31,70e83ff5-f3fc,144,22,pending
2689,2024-08-04,b1f2d4c6-3219,147,31,pending
3548,2024-08-28,250d299a-c264,130,47,cancelled
3314,2024-09-26,6a05a369-f21a,145,47,pending
2803,2024-07-01,0706e6ae-a8f2,139,15,completed
2784,2024-07-21,c726968e-94fb,106,39,pending
3367,2024-07-05,8997d96a-b674,135,4,completed
2126,2024-09-27,3e21eb16-6447,145,47,cancelled
3917,2024-08-08,d2cbf9ed-71c3,144,3,pending
2457,2024-08-04,94dabe2d-1de2,114,10,completed
3345,2024-07-06,1fcfd3af-8e29,147,29,completed
3783,2024-09-01,8cf15faa-13e2,141,40,completed
3832,2024-07-20,c3bb4806-b70d,145,4,completed
2722,2024-07-05,af5d0271-4d22,118,49,pending
3813,2024-08-05,0f7978b6-3cc0,139,35,completed
3290,2024-07-29,9fedb02a-d367,150,37,completed
3053,2024-07-26,de526cf3-d059,109,26,pending
3352,2024-08-11,0124375c-500c,128,14,pending
2960,2024-07-27,1c588896-6f94,150,23,pending
2515,2024-07-08,e5ea4165-2c2e,118,35,cancelled
2168,2024-09-26,866fdf5d-ca2f,144,32,cancelled
3001,2024-08-17,10fc0866-4bc0,136,47,completed
2784,2024-09-17,2617360c-cdf3,141,25,completed
3887,2024-08-21,ab4c61ab-cee5,101,28,cancelled
2949,2024-08-26,baa39617-08db,147,5,pending
3536,2024-07-30,9d8263c9-7dd2,108,6,cancelled
2386,2024-08-03,514be8e7-6466,141,25,cancelled
3106,2024-07-23,b9060ff0-1e3a,114,48,completed
2431,2024-08-08,37c30102-640e,147,12,pending
3061,2024-09-21,3cb66636-5213,129,33,cancelled
3409,2024-09-01,39117456-40a7,128,8,completed
3276,2024-09-18,c9c85210-576c,118,2,pending
2745,2024-07-27,1b238f09-ae6c,124,6,cancelled
2742,2024-09-09,d6646195-14e9,128,22,completed
3433,2024-09-02,80027e56-aca6,145,17,pending
3698,2024-08-29,ac9f651a-cbf3,144,50,completed
3838,2024-07-31,8aa4f884-c550,124,25,pending
2164,2024-07-25,d7ee219d-634f,101,9,pending
3488,2024-09-18,44462c43-6f33,145,47,cancelled
3689,2024-08-29,4485cef4-b1fd,101,45,completed
2339,2024-09-03,e5224775-6236,114,20,cancelled
2458,2024-08-05,25231c7b-ef35,142,12,cancelled
2335,2024-07-24,a05dcde1-bac3,144,5,completed
2611,2024-07-22,90f3d009-755e,144,6,pending
3063,2024-07-04,666aae53-3145,115,37,completed
3046,2024-09-09,b6747625-eed1,128,4,pending
3188,2024-07-19,a174738c-06eb,124,45,completed
3130,2024-07-15,9977221f-6bd3,128,35,cancelled
3591,2024-08-17,d4740549-24ed,145,7,completed
2169,2024-09-04,18efdcc2-3fd3,122,47,cancelled
3875,2024-08-03,e4e598ed-402c,103,37,completed
2643,2024-07-07,12a986e1-7289,150,29,pending
2640,2024-07-07,a96b0a88-7e13,135,44,completed
3219,2024-08-10,a356cfbb-72c5,124,43,completed
3038,2024-09-28,e4b13483-1905,137,25,completed
3132,2024-09-15,96eec4f9-dae7,129,47,completed
2593,2024-09-02,5fd35c4f-9bf4,118,18,pending
3631,2024-09-13,c896db8b-8750,108,30,cancelled
2493,2024-09-19,5b8487fd-0fe7,103,31,cancelled
3011,2024-08-26,49d184d3-4f82,107,15,pending
3793,2024-07-16,7ce0fedc-6d59,128,10,cancelled
2742,2024-09-27,7f1e8201-7685,118,7,pending
2767,2024-09-17,633a8ef3-8354,144,43,cancelled
2959,2024-07-19,ed01f9de-8380,124,12,cancelled
