order_id,item,price,notes,status,event_time,sale_date
1399,Mango,22.99,Et consectetur nisi labore irure ad ad ea ipsum commodo enim aute ipsum.,packed,2025-06-05,2026-04-20
1161,orange,N/A,Commodo laboris ea adipiscing reprehenderit minim aliquip laboris dolor.,shipped,2026-04-04,2025-05-15
1694,banana,100.0,Duis aliqua irure ea dolore sed exercitation sit adipiscing exercitation ad commodo.,packed,2025-11-13,2025-03-31
2021,orange,5.5,Elit incididunt dolor quis et sit ut ut voluptate voluptate.,delivered,2025-05-24,2025-05-07
2990,APPLE,5.5,Et incididunt magna exercitation nisi aliqua minim exercitation.,shipped,2026-01-18,2025-03-27
2397,mango,5.5,Aute voluptate ipsum voluptate dolor ea ut quis adipiscing amet.,delivered,2025-06-12,2026-02-13
2748,orange,N/A,Aute laboris et enim veniam consequat amet elit amet reprehenderit magna.,delivered,2025-07-24,2026-02-16
1673,orange,100.0,Voluptate enim ut enim tempor ipsum adipiscing enim ullamco ut.,ordered,2026-01-25,2025-03-05
2917,Mango,22.99,Do do lorem ex aliqua eiusmod elit adipiscing tempor sit aute.,delivered,2026-03-06,2025-08-08
2371,banana,45.0,Dolor irure aliqua reprehenderit incididunt sed in enim veniam ea reprehenderit aliqua dolor quis.,ordered,2025-07-23,2025-03-21
2480,APPLE,45.0,Laboris consequat aliquip consequat aliquip lorem irure in ad ut.,delivered,2025-09-27,2025-01-04
1922,ORANGE,5.5,Reprehenderit amet do voluptate aliqua veniam elit dolore labore in reprehenderit quis lorem.,shipped,2025-01-17,2025-11-06
2836,banana,8.0,Ad voluptate magna et consequat aliqua reprehenderit labore dolor ut dolore veniam adipiscing.,delivered,2026-01-26,2025-10-19
2730,mango,error,Exercitation dolor duis voluptate commodo amet ullamco exercitation magna ad ex dolor amet.,delivered,2026-05-31,2025-02-03
2367,banana,22.99,Do ut dolore sed enim consectetur reprehenderit dolor magna.,delivered,2025-01-08,2026-01-19
2601,Banana,error,Aute tempor duis commodo magna eiusmod irure magna lorem adipiscing.,shipped,2025-11-22,2025-12-10
1349,APPLE,22.99,Veniam dolore exercitation dolore dolor in aliqua in dolore.,packed,2026-02-17,2025-11-22
2059,ORANGE,22.99,Amet commodo ad ullamco ea duis exercitation tempor veniam.,shipped,2025-07-28,2025-04-06
1191,Orange,22.99,Ullamco nostrud ipsum ut dolor sit dolore aliquip.,packed,2026-04-10,2026-01-02
1382,Banana,N/A,Sed duis aliquip commodo dolore tempor dolor sit adipiscing lorem.,ordered,2025-04-24,2026-04-16
2898,APPLE,8.0,Adipiscing tempor elit sit duis dolor sed amet.,ordered,2026-02-28,2025-03-17
1996,orange,N/A,Aliqua irure ullamco ut adipiscing incididunt irure laboris ullamco duis consectetur labore labore.,ordered,2025-06-12,2025-09-18
2897,orange,N/A,Ipsum lorem minim adipiscing aute amet do labore do aliquip in tempor.,delivered,2025-07-24,2025-04-05
1713,apple,error,Ex ad minim magna sed elit nisi irure incididunt dolore nostrud.,shipped,2025-06-19,2025-07-30
2953,Apple,22.99,Aliqua ex consequat exercitation exercitation aliqua quis dolore ullamco dolor elit.,ordered,2025-09-17,2026-02-24
1601,APPLE,100.0,Ipsum elit ut commodo et sit laboris et ea consectetur ut.,ordered,2025-12-03,2025-08-07
1953,APPLE,100.0,Quis dolore nostrud minim amet tempor exercitation aute duis.,ordered,2026-03-08,2026-03-22
1650,Mango,N/A,Dolor ad dolor tempor consectetur ut nostrud nostrud eiusmod.,ordered,2025-10-19,2025-01-19
2318,APPLE,12.5,Incididunt duis magna irure dolor ipsum ullamco dolor amet commodo aliquip.,shipped,2025-11-21,2025-12-21
1819,orange,100.0,Exercitation dolore nisi ut duis reprehenderit consectetur dolore exercitation ipsum dolor.,ordered,2025-05-23,2025-04-18
1661,mango,N/A,Sit aliquip commodo consequat veniam lorem nisi dolor aute.,ordered,2025-04-24,2025-02-19
2939,banana,8.0,Labore exercitation commodo tempor elit consectetur ut consectetur aute ex.,delivered,2026-04-03,2025-05-06
2068,apple,N/A,Enim ad incididunt ea enim sit ex ut et consequat eiusmod ullamco.,packed,2025-03-21,2025-03-18
2990,Apple,12.5,Lorem do consequat sed amet sed nostrud minim duis.,shipped,2026-04-10,2025-06-07
2736,apple,8.0,Do et reprehenderit aute minim ea sed tempor elit.,shipped,2025-04-15,2025-05-31
1944,orange,8.0,Lorem ut tempor enim minim et consectetur veniam et.,packed,2025-06-04,2026-02-11
2028,mango,100.0,Aliqua et dolor dolore dolor sed sed elit.,shipped,2026-05-21,2026-03-20
1223,Orange,N/A,Do dolor ipsum tempor dolor amet do exercitation.,delivered,2026-02-06,2026-02-07
1207,Banana,error,Sed ea labore incididunt nostrud aliquip amet ad ut enim ut.,packed,2025-06-24,2025-11-19
2395,orange,45.0,Labore ut reprehenderit laboris aliqua lorem reprehenderit aute elit.,ordered,2025-12-27,2026-05-01
2194,Orange,5.5,Eiusmod amet consequat quis voluptate consequat minim elit adipiscing amet ut aliquip ut aliquip.,shipped,2026-05-14,2025-09-17
1746,Apple,12.5,Et ut irure ea duis irure nostrud amet nisi aliquip lorem voluptate duis laboris.,packed,2026-01-01,2026-05-25
1063,Banana,22.99,Sed sit dolor dolore amet tempor exercitation veniam dolor voluptate.,packed,2025-09-29,2025-12-24
2818,Mango,22.99,Magna voluptate ut ipsum minim labore exercitation aliqua ut reprehenderit commodo incididunt.,ordered,2026-05-26,2025-05-31
1955,ORANGE,error,Quis adipiscing enim dolor incididunt ut do consequat consectetur enim lorem et.,ordered,2025-02-21,2025-09-15
1282,Mango,error,Duis laboris ea adipiscing sit tempor voluptate sed nostrud sit do enim et commodo.,delivered,2026-03-09,2026-02-13
2980,orange,error,Nostrud elit aliqua aute commodo consectetur ea eiusmod magna sed.,shipped,2025-03-29,2025-11-01
2160,Apple,45.0,Ea consequat amet minim nisi ad nisi et et enim reprehenderit.,delivered,2025-01-29,2025-01-28
2960,mango,8.0,Adipiscing irure ea quis dolore exercitation irure aute dolor duis consectetur laboris ut ex.,delivered,2025-02-25,2025-03-28
1112,banana,8.0,Nostrud consequat quis nisi aute consectetur nostrud ad ut ut.,packed,2026-05-23,2025-05-20
1457,ORANGE,error,Ut voluptate lorem enim nisi amet lorem nostrud consectetur amet sed enim consequat.,delivered,2026-02-05,2025-02-26
2896,orange,error,Enim elit eiusmod duis tempor exercitation aliqua laboris consectetur adipiscing lorem.,packed,2025-09-04,2025-06-24
2047,apple,N/A,Enim incididunt amet nostrud et tempor dolore commodo ut commodo adipiscing.,shipped,2026-04-14,2025-05-04
2155,mango,12.5,Ut ullamco irure exercitation ipsum dolor reprehenderit enim aliquip tempor voluptate et.,packed,2025-12-24,2026-02-04
2050,orange,45.0,Adipiscing laboris quis ut duis adipiscing ea laboris dolor dolor duis enim reprehenderit.,packed,2025-09-23,2025-05-13
2429,Mango,100.0,Exercitation magna ipsum duis adipiscing amet amet in enim ex voluptate commodo.,packed,2025-04-18,2025-06-28
2491,mango,22.99,Dolor eiusmod ipsum ex aliqua dolore ullamco ipsum.,packed,2025-11-25,2025-04-21
2430,Apple,22.99,Voluptate quis sed eiusmod aliqua incididunt sed adipiscing commodo.,packed,2025-03-30,2025-01-25
2288,orange,N/A,Commodo irure et magna veniam sit elit aliquip.,delivered,2025-07-14,2025-08-01
2168,Apple,100.0,Exercitation quis consectetur dolor aliqua dolore sit sit ea incididunt.,ordered,2026-05-26,2025-08-25
1105,APPLE,100.0,Do in dolor eiusmod ut dolor aute reprehenderit.,ordered,2025-09-05,2026-05-28
1639,mango,12.5,Nisi amet enim dolor tempor ipsum labore tempor labore ex consectetur veniam.,shipped,2025-03-05,2025-08-30
2010,orange,12.5,Voluptate in nostrud exercitation sit veniam in tempor ipsum ipsum.,packed,2025-12-25,2026-03-18
1978,banana,N/A,In ipsum ea sed exercitation dolore nisi lorem.,delivered,2025-02-23,2026-02-01
2568,mango,45.0,Ut veniam amet consectetur exercitation irure et labore dolor eiusmod sit.,ordered,2025-08-21,2026-02-27
2530,apple,12.5,Lorem ut commodo sit consectetur elit ipsum et laboris eiusmod incididunt exercitation enim consectetur.,ordered,2025-03-20,2025-09-14
2921,apple,N/A,Ut commodo irure duis ut ut et veniam aute eiusmod irure.,shipped,2026-05-31,2025-04-17
1110,Mango,22.99,In enim sit dolor duis minim ut veniam consectetur aliquip ea ipsum eiusmod.,delivered,2026-04-10,2025-04-27
1043,Apple,12.5,Tempor dolore consequat sit incididunt exercitation ad aute dolore ipsum.,packed,2026-01-24,2025-07-08
2351,mango,12.5,Ut veniam labore ipsum exercitation irure dolor dolor commodo nostrud ex labore consequat.,delivered,2026-03-14,2025-02-28
2653,orange,22.99,In incididunt voluptate minim aliqua ut ea tempor reprehenderit enim voluptate eiusmod dolor.,shipped,2025-10-08,2025-03-29
1511,apple,error,Quis ipsum tempor tempor eiusmod laboris ea lorem ut laboris.,shipped,2025-07-03,2026-03-31
1947,Orange,5.5,Enim reprehenderit enim duis do dolor in tempor.,shipped,2025-03-07,2026-03-28
1368,banana,error,Aute consectetur ullamco adipiscing exercitation dolor amet ipsum nisi aute.,shipped,2025-02-12,2025-08-22
1124,banana,error,Nisi duis et ut nostrud et sit ut.,ordered,2025-08-31,2025-07-28
1667,APPLE,100.0,Consequat magna ullamco aute adipiscing labore ea labore magna laboris enim reprehenderit exercitation adipiscing.,ordered,2025-10-25,2025-06-03
2867,APPLE,12.5,Exercitation commodo ad ea ad nostrud labore do.,ordered,2025-06-03,2026-01-26
2561,orange,8.0,Quis voluptate ullamco aliquip veniam consectetur aute commodo exercitation.,delivered,2025-11-21,2025-10-03
1399,APPLE,error,Labore commodo voluptate do ut reprehenderit nisi ut reprehenderit.,delivered,2026-01-06,2025-03-23
1720,apple,8.0,Laboris exercitation ut aliqua quis consequat consectetur veniam ea magna.,packed,2025-09-24,2025-10-21
1699,Mango,8.0,Magna ad adipiscing ad aute sed elit ut.,packed,2025-05-04,2026-03-05
1539,apple,5.5,Amet aute consequat ipsum elit sit minim minim dolore aliqua consectetur nisi eiusmod.,shipped,2025-05-02,2025-12-11
2837,Mango,8.0,Ipsum aliquip et ut magna ut consequat incididunt enim consectetur elit ex dolor.,ordered,2025-06-05,2025-01-08
2215,APPLE,100.0,Ullamco dolore aliqua ad nostrud in amet incididunt labore quis irure quis duis.,delivered,2025-10-20,2025-11-27
1786,Mango,45.0,Ipsum in aute aliquip aliqua tempor aute ut labore.,packed,2025-05-02,2025-10-22
1560,Apple,5.5,Irure incididunt dolor voluptate ex dolor laboris adipiscing sed.,packed,2025-01-29,2025-02-10
2965,apple,N/A,Enim consequat et incididunt in aliqua ut consectetur.,delivered,2025-10-30,2025-04-23
2466,orange,5.5,Ad sit consectetur tempor laboris reprehenderit commodo ex do sit adipiscing.,shipped,2025-10-10,2026-04-10
2291,apple,8.0,Nisi irure ipsum amet ut minim sed quis duis exercitation in exercitation eiusmod.,delivered,2025-08-14,2025-07-20
1543,Apple,45.0,Commodo aliquip incididunt sed aute in duis ex lorem dolor veniam.,packed,2025-07-02,2025-02-09
1856,banana,22.99,Nostrud ullamco enim laboris elit incididunt do incididunt enim commodo dolore et enim.,ordered,2025-08-13,2025-04-26
2972,banana,22.99,Ut laboris amet ut ut amet nisi ut ea enim commodo.,delivered,2026-02-26,2025-08-29
1059,banana,error,Do duis magna quis ut nisi magna commodo aliqua tempor dolor enim.,packed,2025-12-14,2025-02-16
1631,Apple,22.99,Quis elit sed exercitation in exercitation labore exercitation lorem.,ordered,2026-01-24,2025-04-03
2598,Mango,100.0,Ex dolor dolor do veniam voluptate duis magna ut incididunt adipiscing dolore magna veniam.,packed,2025-01-14,2025-02-06
2731,Orange,8.0,Magna enim adipiscing incididunt do ea eiusmod tempor consectetur ea laboris consectetur.,shipped,2025-03-28,2025-03-20
1151,apple,22.99,Lorem consequat exercitation adipiscing aliquip commodo sed exercitation.,shipped,2025-11-28,2026-03-12
2049,Orange,error,Ut amet reprehenderit quis dolore aliqua do magna tempor incididunt.,packed,2026-01-27,2025-01-18
2017,mango,100.0,Veniam amet do reprehenderit magna do et quis ullamco labore commodo reprehenderit amet elit.,delivered,2025-09-13,2025-03-27
1289,mango,5.5,Aliquip quis do ex eiusmod ut labore adipiscing ut quis magna lorem.,packed,2026-05-16,2026-05-27
1641,Banana,100.0,Ut minim duis voluptate sit amet ut dolore ex adipiscing ex.,packed,2025-07-22,2026-03-25
2781,orange,12.5,Ad exercitation minim adipiscing aute magna lorem consectetur voluptate ut aute.,shipped,2025-11-27,2026-01-16
2154,ORANGE,45.0,Minim sed exercitation ut minim eiusmod ut in dolor ut.,packed,2025-06-18,2026-05-01
1020,Mango,22.99,Adipiscing dolor voluptate ut sed nisi veniam labore dolor.,delivered,2025-06-10,2025-03-10
1717,apple,N/A,Ullamco dolor tempor consequat aute nostrud ut exercitation magna eiusmod.,packed,2025-03-21,2025-06-06
1210,Banana,error,Tempor amet commodo nostrud ex labore ea nostrud tempor.,delivered,2025-08-03,2025-06-22
1005,Banana,N/A,Dolor exercitation adipiscing enim lorem sit reprehenderit consectetur.,delivered,2026-03-12,2026-04-29
1669,banana,8.0,Quis dolore dolore enim ut minim minim aute duis.,packed,2025-10-12,2025-05-27
2720,mango,5.5,Nisi eiusmod consectetur irure laboris elit aute duis ea labore aliqua.,packed,2026-01-27,2026-01-19
1366,Orange,N/A,Et sed nostrud labore dolor dolor ad lorem tempor ullamco ullamco.,delivered,2025-02-14,2025-09-17
1561,Orange,12.5,Ut enim exercitation ut elit ex ullamco veniam amet et exercitation ut ut elit.,packed,2025-03-26,2026-03-06
2708,orange,12.5,Ullamco dolor amet veniam voluptate sed exercitation lorem duis duis ut.,packed,2026-01-11,2025-01-15
2926,mango,22.99,Laboris dolor sed ex adipiscing tempor elit ipsum exercitation nisi magna ullamco duis in.,shipped,2025-10-08,2025-12-26
1241,Mango,5.5,Consequat sit in sit dolor elit sit ut exercitation lorem elit lorem.,shipped,2026-04-17,2025-03-25
2796,Banana,error,Nisi in aute ex aliquip ut dolore incididunt tempor quis magna consequat tempor sed.,shipped,2025-09-23,2026-03-27
1541,orange,5.5,Quis et ullamco ut ullamco consequat ipsum consequat dolore veniam.,packed,2026-03-21,2025-12-22
2323,banana,N/A,Ut ad consequat commodo sit ea tempor enim ipsum amet.,packed,2026-05-02,2025-05-24
1956,APPLE,100.0,Quis laboris irure ut amet et irure adipiscing enim labore.,ordered,2025-07-11,2026-01-02
1627,ORANGE,5.5,Sed lorem commodo ut quis aliqua magna consequat eiusmod dolore labore nisi.,shipped,2025-02-11,2025-08-28
2562,apple,8.0,Aliqua tempor quis nostrud elit elit incididunt nostrud nisi minim in.,packed,2025-05-14,2025-12-08
2614,Orange,8.0,Commodo adipiscing labore magna ut laboris sed elit ut elit.,packed,2026-03-24,2025-04-03
2483,Banana,45.0,Veniam ea lorem adipiscing amet veniam dolore do enim dolore ut eiusmod dolor.,delivered,2025-05-12,2025-11-22
2562,ORANGE,22.99,Labore incididunt nisi aute nostrud minim labore laboris reprehenderit ipsum irure elit eiusmod et.,ordered,2026-02-12,2025-03-21
2322,Banana,45.0,Sed do aliqua labore laboris aliqua incididunt dolore consequat ipsum reprehenderit.,delivered,2025-07-03,2025-06-17
1815,apple,8.0,Commodo labore aliquip laboris magna commodo adipiscing consectetur ad nisi lorem.,delivered,2026-03-09,2025-02-25
1620,mango,error,Ullamco nostrud commodo ut dolore enim labore veniam et ea voluptate minim dolore.,ordered,2025-06-03,2025-01-08
1690,APPLE,error,Minim exercitation aute aliqua ut ipsum aute ut dolor.,shipped,2025-09-16,2026-03-12
1691,banana,12.5,Tempor incididunt magna ut incididunt ipsum amet aliquip minim magna elit veniam.,packed,2025-05-29,2026-05-21
1882,banana,100.0,Nisi eiusmod consequat consequat aliquip minim ut sit dolore adipiscing voluptate.,ordered,2026-01-27,2025-03-22
1691,banana,22.99,Lorem in tempor laboris aute consequat aliqua consectetur sed tempor ut.,packed,2025-02-20,2026-01-19
2174,Apple,N/A,In tempor nisi elit ad ipsum magna elit incididunt lorem sed ea laboris tempor.,delivered,2025-11-22,2025-04-10
1453,Banana,12.5,Ut dolor incididunt ut consequat nostrud ullamco labore dolore dolor lorem labore labore.,delivered,2025-06-05,2026-04-19
2749,Apple,N/A,Ut laboris eiusmod ipsum duis reprehenderit ullamco quis labore sed voluptate et.,shipped,2025-11-19,2026-04-08
2381,Apple,12.5,Exercitation elit et aliqua voluptate ipsum reprehenderit veniam ad.,packed,2026-01-20,2025-05-15
1775,APPLE,8.0,Magna do amet incididunt aute ex voluptate voluptate.,delivered,2025-12-27,2025-08-11
1856,APPLE,error,Ea ullamco laboris nisi ullamco ullamco ad minim do magna.,delivered,2025-10-21,2026-04-06
1321,ORANGE,22.99,Lorem consequat ex laboris nisi amet quis magna magna sed.,ordered,2025-08-18,2025-05-22
2248,APPLE,8.0,Quis magna lorem exercitation elit exercitation nisi in lorem nostrud ea dolore.,packed,2025-06-15,2026-04-14
1755,Banana,45.0,In dolor ut incididunt irure sed ut eiusmod nostrud voluptate commodo.,delivered,2026-05-28,2025-04-24
2645,APPLE,100.0,Dolor adipiscing ut reprehenderit lorem ipsum nisi aute voluptate aute sit magna tempor ut.,ordered,2025-01-25,2026-03-26
1984,Orange,error,Magna consequat ea et ut ad ullamco aliqua consectetur adipiscing tempor consequat ex amet.,packed,2026-01-11,2026-02-27
2344,Mango,45.0,Commodo do amet ullamco sit irure ad eiusmod tempor.,shipped,2026-04-01,2025-12-05
2612,Apple,error,Tempor ipsum adipiscing minim ipsum aute quis ut ut ut quis ut.,delivered,2025-10-29,2025-06-08
2523,ORANGE,45.0,Incididunt dolore ullamco ipsum do ut nostrud tempor aliquip ex voluptate magna.,packed,2025-12-19,2025-06-09
2202,apple,100.0,Dolore aute enim elit minim elit irure lorem in labore ut do.,shipped,2025-05-03,2025-07-21
1730,Apple,5.5,Dolor irure duis duis ea minim do sed laboris magna amet labore.,ordered,2025-10-05,2025-03-23
2987,Orange,5.5,Minim eiusmod commodo elit in duis do ut elit voluptate tempor tempor.,packed,2025-03-07,2025-05-16
2070,banana,12.5,Do nostrud quis ut veniam ea ut ullamco sed.,ordered,2026-03-29,2025-03-27
1974,Banana,8.0,Nostrud nostrud incididunt lorem aliqua irure ut ut ullamco nostrud ullamco ex.,ordered,2025-09-15,2026-02-21
2231,banana,5.5,Elit ad minim in incididunt aute eiusmod tempor quis ut aliqua voluptate in.,delivered,2025-01-07,2025-11-23
2829,apple,5.5,Elit dolor aliqua ut dolor ut ullamco veniam elit ea ex.,packed,2025-11-11,2026-05-29
1625,Mango,5.5,Nisi dolor do laboris ut sed magna elit.,packed,2025-06-10,2025-11-30
2959,apple,5.5,Nostrud magna aliquip do tempor in consequat et ut aliquip consequat ut ut.,delivered,2026-03-04,2025-01-06
2561,mango,12.5,Et commodo reprehenderit ex lorem ut sed ut incididunt dolore ut.,delivered,2025-11-30,2025-07-24
2633,Banana,5.5,Tempor sit adipiscing aliquip in nostrud in in ea dolore reprehenderit ut eiusmod voluptate.,delivered,2025-03-02,2025-04-14
1114,Mango,error,Et dolor amet consectetur ex ut ea magna adipiscing adipiscing incididunt sed.,ordered,2026-03-25,2025-09-09
1671,APPLE,error,Minim incididunt lorem ea dolor ea ut ut duis irure ut irure.,packed,2025-11-25,2026-04-25
1466,Apple,100.0,Sed reprehenderit tempor nostrud in adipiscing ullamco aliqua commodo commodo.,ordered,2026-01-18,2025-01-17
2158,mango,12.5,Aute labore veniam incididunt labore dolor sit sit quis amet adipiscing minim.,ordered,2026-04-25,2025-07-15
2539,orange,22.99,Tempor ut aute aliquip ullamco sit ullamco labore minim nisi consequat aliqua lorem quis.,ordered,2026-02-04,2025-01-20
1017,Banana,100.0,Adipiscing duis nostrud ea minim laboris sed consequat dolor irure ut.,packed,2025-07-13,2025-06-01
1422,banana,45.0,Ipsum nostrud duis ea veniam reprehenderit labore ut.,packed,2025-08-02,2025-07-26
1620,ORANGE,22.99,Eiusmod dolor ea ipsum aute in consectetur in ipsum aute.,packed,2026-01-25,2025-02-20
1915,Apple,22.99,Sed dolore consequat sit elit dolor aliquip consectetur ex.,ordered,2026-05-16,2026-01-02
2535,Mango,22.99,Do sit ad enim ad in lorem dolore aliqua.,ordered,2025-12-30,2026-01-05
2936,banana,8.0,In laboris do ut ullamco commodo aute lorem reprehenderit aliquip irure.,ordered,2025-05-25,2025-09-12
1363,APPLE,12.5,Minim adipiscing enim ipsum nostrud do aliquip incididunt exercitation.,packed,2026-03-06,2025-06-26
1357,apple,45.0,Commodo laboris et dolor ea ipsum sed magna dolore duis exercitation ipsum ipsum.,ordered,2026-04-27,2025-02-05
2505,ORANGE,22.99,Veniam ex aliquip elit amet labore do aliqua.,ordered,2025-04-26,2026-05-03
1951,mango,5.5,Duis commodo lorem enim irure tempor ut veniam reprehenderit.,ordered,2026-05-05,2026-05-20
2533,APPLE,N/A,Do consectetur in do sit amet magna irure amet.,packed,2025-09-14,2025-07-09
2495,banana,100.0,Reprehenderit laboris minim quis aute ex consectetur aliqua laboris quis in ipsum irure.,delivered,2025-02-19,2025-07-22
1373,Orange,45.0,Ipsum commodo adipiscing ut quis enim labore ullamco consequat quis ut do exercitation.,delivered,2025-05-01,2025-10-14
2342,apple,100.0,Voluptate sed labore aute ea ut amet duis ex tempor.,shipped,2026-03-13,2025-01-27
2975,apple,45.0,Do ut amet veniam incididunt aute ut aliqua.,ordered,2026-06-01,2025-07-06
1814,apple,N/A,Duis do lorem aliquip et nostrud adipiscing duis minim.,shipped,2025-08-24,2025-06-20
1766,ORANGE,8.0,Elit ullamco exercitation duis ex adipiscing in exercitation duis tempor reprehenderit in incididunt.,delivered,2026-05-03,2026-04-25
1659,ORANGE,error,Sit ut laboris sed aliquip nostrud dolor ex.,packed,2025-05-28,2026-05-08
2684,ORANGE,N/A,Ea ullamco dolore sed consequat sit reprehenderit tempor irure consectetur aliquip.,packed,2025-07-30,2026-03-31
1291,banana,100.0,Ullamco minim minim ea nostrud do aliqua consequat.,delivered,2025-06-07,2025-03-14
2802,Mango,error,Dolore irure amet enim nostrud aute nisi commodo.,shipped,2025-08-19,2025-04-16
1181,APPLE,100.0,Aute laboris consequat reprehenderit aliqua ullamco aute incididunt aliquip.,shipped,2025-09-15,2025-12-03
1859,banana,100.0,Lorem ut enim nostrud do aliqua tempor voluptate.,delivered,2026-01-20,2026-01-27
1086,APPLE,8.0,Duis ullamco amet amet reprehenderit eiusmod quis ut nostrud consequat ut ipsum.,delivered,2026-04-17,2025-02-08
2925,mango,22.99,Dolor do elit ullamco labore incididunt magna ipsum ut irure et nisi et.,packed,2025-10-11,2026-04-02
2605,Orange,100.0,Ut ullamco ea adipiscing quis aute ullamco aliquip ex ea elit.,delivered,2025-04-02,2025-12-08
1720,APPLE,N/A,Consequat amet aliquip ullamco ut ad sed dolore tempor ut.,shipped,2025-12-12,2026-03-25
2834,Mango,45.0,Ut amet nostrud dolor ut quis ex veniam magna.,ordered,2025-07-23,2025-04-06
1185,APPLE,22.99,Tempor ut minim magna dolor amet reprehenderit consequat irure incididunt quis sit voluptate ut.,ordered,2025-09-09,2025-06-08
2367,banana,12.5,Do nisi do aute aliqua commodo adipiscing incididunt reprehenderit duis enim.,delivered,2026-03-01,2025-07-16
1844,ORANGE,22.99,Quis irure dolore tempor commodo et commodo aliqua et dolor eiusmod veniam sit.,packed,2025-11-26,2025-09-10
2629,apple,45.0,Voluptate ea ad enim ut commodo nostrud ut.,packed,2026-04-22,2025-10-03
2176,Orange,5.5,Aliqua nostrud dolor voluptate lorem ut ullamco irure enim ut dolor et.,shipped,2025-09-16,2025-01-29
2461,APPLE,5.5,Ut in voluptate do ut veniam nisi labore quis aute in.,packed,2025-11-19,2025-01-07
2988,APPLE,12.5,Ex nostrud ea sit dolor magna adipiscing sed voluptate ea voluptate consequat ipsum.,delivered,2025-05-03,2025-12-06
1182,orange,22.99,Ut nisi commodo dolore enim duis elit ut elit aliqua eiusmod sit.,shipped,2026-02-16,2025-07-25
1464,Mango,8.0,Ut amet tempor aute dolor veniam nisi amet lorem voluptate.,ordered,2025-01-05,2025-12-01
1787,banana,12.5,Irure quis duis reprehenderit sed exercitation elit do labore aute dolor nostrud quis irure.,packed,2025-06-02,2026-04-01
1062,APPLE,12.5,Irure commodo consectetur in in amet nisi nostrud elit amet sed adipiscing.,shipped,2026-04-11,2026-02-03
2605,Apple,8.0,Veniam labore et eiusmod consequat sed magna et dolor dolor commodo dolor ut.,ordered,2025-04-04,2025-11-25
2867,apple,22.99,Veniam sed ut ut sed in aliqua aliqua sit ipsum amet quis exercitation ut.,shipped,2025-02-26,2025-02-12
1385,orange,error,Ex quis elit ut dolor ipsum reprehenderit dolore et veniam consequat nisi.,delivered,2025-07-02,2026-01-15
2394,Orange,N/A,Ut elit do ut ut ad quis exercitation.,ordered,2026-01-26,2025-07-30
2843,orange,error,Irure laboris dolor labore elit dolore do dolor.,delivered,2025-02-15,2025-06-09
1290,APPLE,N/A,Laboris aute aliqua quis aute exercitation sed aute aliquip tempor nisi magna.,delivered,2026-01-22,2025-10-12
2725,Banana,5.5,Nostrud exercitation magna nisi ut laboris do ullamco amet irure.,delivered,2025-03-10,2025-07-07
2099,Mango,45.0,Tempor nisi in magna veniam incididunt quis amet consectetur consequat irure in veniam.,delivered,2025-07-25,2025-05-11
2061,Orange,5.5,Amet do consequat elit ex commodo eiusmod exercitation aliqua adipiscing nostrud.,ordered,2026-05-31,2025-07-13
2573,Banana,100.0,Quis in labore in dolor et sed ullamco.,delivered,2026-01-25,2025-06-06
2939,banana,8.0,Elit sed laboris aliqua aute dolor eiusmod minim veniam.,packed,2025-11-22,2025-02-28
1228,orange,22.99,Minim exercitation elit in et adipiscing amet eiusmod dolore quis commodo ea.,ordered,2025-08-18,2025-02-06
2154,apple,8.0,Ullamco dolor in ullamco incididunt exercitation ut ex.,delivered,2025-09-14,2025-12-20
2303,Apple,5.5,Ut aute do incididunt aliquip reprehenderit dolore tempor adipiscing.,ordered,2026-03-19,2025-11-04
1294,Orange,5.5,Ut veniam do magna duis et in aliqua magna aliquip ut.,delivered,2026-04-20,2026-01-08
1691,Mango,22.99,Aliquip sed do sed sed aute laboris exercitation irure.,delivered,2026-01-19,2025-11-11
1437,mango,45.0,Amet laboris incididunt consequat ea exercitation dolor do veniam adipiscing dolore.,delivered,2025-07-04,2026-03-30
1048,Banana,22.99,Laboris tempor ex quis adipiscing magna ea sed magna enim aute consectetur.,delivered,2025-11-20,2025-02-06
2384,orange,8.0,Lorem dolor aute labore sit in et aliquip.,packed,2025-11-11,2025-03-09
1743,APPLE,100.0,Irure ut labore elit ut commodo adipiscing aute elit consectetur dolor magna.,delivered,2025-10-15,2025-09-13
2999,orange,45.0,Amet ipsum aute enim enim ex nostrud voluptate et aliqua quis.,delivered,2025-01-21,2026-05-19
2938,APPLE,100.0,Voluptate irure dolor consectetur incididunt dolore adipiscing voluptate commodo laboris.,shipped,2025-10-27,2025-03-27
1726,APPLE,5.5,Exercitation nostrud voluptate et eiusmod minim voluptate irure.,ordered,2026-05-17,2025-11-23
2855,ORANGE,12.5,Eiusmod ut ut aliqua ipsum ex ex ut sit veniam consectetur voluptate exercitation.,ordered,2025-11-06,2026-01-25
1408,Apple,22.99,Ipsum laboris nisi labore commodo duis ea magna labore in ut.,packed,2026-05-16,2025-10-16
1546,orange,5.5,Sit laboris ut ad amet commodo commodo amet sit dolore adipiscing commodo ea.,ordered,2025-01-10,2025-01-14
2508,Mango,8.0,Nostrud reprehenderit reprehenderit ullamco labore laboris exercitation dolor consectetur.,ordered,2025-07-10,2025-04-04
2470,orange,12.5,Commodo eiusmod dolor sit ut minim enim sed voluptate exercitation sed.,shipped,2025-03-04,2026-03-30
