order_id,city,category,sales,profit,status
52d6b779-0b38,Mumbai,Tech,35530.0,-300.0,Completed
dc54d59b-2522,Delhi,Tech,47154.0,2747.0,Completed
5628ddcd-a52c,Mumbai,Furniture,36885.0,3242.0,Cancelled
a630ad9d-5931,Bangalore,Tech,34984.0,9146.0,Cancelled
2ce3d822-9d17,Bangalore,Tech,15431.0,132.0,Completed
084a3c4b-a2ed,Bangalore,Furniture,32343.0,-751.0,Cancelled
2401342a-27d6,Mumbai,Office,49137.0,15.0,Completed
55f3ad50-05d5,Delhi,Furniture,13228.0,-1186.0,Cancelled
c97a24ad-00a7,Mumbai,Office,22473.0,3036.0,Completed
e271fff9-fc75,Delhi,Office,27755.0,-783.0,Cancelled
39bfca38-e70f,Mumbai,Furniture,15451.0,1825.0,Completed
12fecc2b-5718,Delhi,Furniture,36867.0,4565.0,Completed
e4aa786d-0fde,Delhi,Tech,9085.0,8677.0,Completed
0db5d441-a985,Mumbai,Furniture,21055.0,4649.0,Cancelled
a91cf192-9844,Mumbai,Furniture,3432.0,4861.0,Cancelled
2751ab86-b8be,Mumbai,Office,5294.0,7887.0,Cancelled
331de35c-0d2d,Mumbai,Furniture,32271.0,9725.0,Cancelled
d8014004-9de0,Delhi,Office,24966.0,5932.0,Completed
6334fa2a-bdf6,Delhi,Office,10143.0,-1465.0,Cancelled
770e09db-73d6,Delhi,Tech,4020.0,7027.0,Completed
8a9c66f7-747c,Bangalore,Furniture,42199.0,7821.0,Cancelled
efb56207-78a6,Delhi,Office,4869.0,8833.0,Completed
9eca381b-3d95,Delhi,Furniture,47504.0,6.0,Completed
cef74829-409b,Mumbai,Office,4840.0,6198.0,Completed
a091e5b4-8409,Delhi,Tech,45795.0,-1196.0,Cancelled
8e6de263-a6fa,Delhi,Tech,23450.0,8482.0,Cancelled
1cce08e9-4c9d,Mumbai,Tech,29809.0,7101.0,Completed
ecc817a6-33b5,Delhi,Tech,44127.0,8535.0,Cancelled
9be4f19f-132e,Mumbai,Office,20746.0,5419.0,Cancelled
09eda6f5-a9b9,Bangalore,Furniture,3415.0,3703.0,Cancelled
e5a3d8e9-0a5b,Delhi,Office,16237.0,8114.0,Completed
3a5b6ac5-99d8,Bangalore,Office,38928.0,1850.0,Cancelled
16db80db-e228,Mumbai,Office,37306.0,7114.0,Cancelled
d22e3226-5164,Mumbai,Office,35769.0,2841.0,Completed
2c7a0d31-66c5,Mumbai,Furniture,2620.0,-1393.0,Cancelled
b462e3e8-8c46,Delhi,Office,25751.0,5625.0,Completed
ae61716a-7bdf,Delhi,Office,30108.0,131.0,Cancelled
5989dd6c-53b8,Delhi,Tech,41713.0,-915.0,Completed
62f5f7c2-5368,Bangalore,Furniture,42998.0,5769.0,Completed
02472360-43be,Bangalore,Furniture,30456.0,-1898.0,Cancelled
f168c605-8cfe,Delhi,Office,42728.0,3508.0,Completed
7779857f-cb57,Bangalore,Furniture,1360.0,9993.0,Cancelled
485d831c-3759,Delhi,Furniture,17478.0,1318.0,Cancelled
dc8ab6a7-85b5,Bangalore,Tech,47657.0,5818.0,Completed
c3f62136-1d11,Bangalore,Office,33366.0,6169.0,Completed
a7c854e4-9759,Delhi,Office,20825.0,6841.0,Completed
b69f5eab-f393,Bangalore,Office,25858.0,8145.0,Completed
4b356e9a-f10a,Mumbai,Tech,13674.0,7700.0,Completed
e64b9b37-2db8,Mumbai,Office,11943.0,8457.0,Cancelled
54d1332a-8568,Bangalore,Office,23724.0,-587.0,Completed
123b31cf-639b,Bangalore,Furniture,43507.0,2580.0,Cancelled
69c165ae-4d32,Mumbai,Furniture,17791.0,9846.0,Cancelled
24aa5685-5c57,Mumbai,Office,17299.0,9840.0,Cancelled
a26e865b-0269,Delhi,Office,11260.0,7283.0,Completed
1689e0b8-de0f,Bangalore,Office,20766.0,9584.0,Cancelled
0131ff3b-6619,Bangalore,Office,47553.0,8704.0,Completed
bbcd6c18-73d9,Bangalore,Office,16293.0,-768.0,Cancelled
2ac1d5ca-1768,Delhi,Office,23340.0,4243.0,Cancelled
2240063b-faf8,Delhi,Furniture,9079.0,8883.0,Cancelled
04e55bd5-72da,Bangalore,Furniture,11348.0,-1737.0,Completed
1f878b32-1321,Delhi,Tech,13534.0,4417.0,Completed
d60bf603-18b2,Bangalore,Furniture,21422.0,2563.0,Cancelled
27335670-04c3,Delhi,Office,33422.0,5950.0,Cancelled
b362cd55-d670,Mumbai,Tech,36220.0,-587.0,Completed
c8e60939-fed7,Mumbai,Tech,10788.0,1156.0,Completed
68e5c8cd-521c,Mumbai,Tech,25321.0,492.0,Cancelled
54a27051-0166,Mumbai,Tech,5361.0,-675.0,Cancelled
82ff1f2e-33dc,Delhi,Tech,12327.0,9864.0,Cancelled
439db29d-19a4,Mumbai,Furniture,43833.0,8227.0,Cancelled
500d92a7-3b57,Mumbai,Furniture,1474.0,-339.0,Completed
54231dbe-e01c,Bangalore,Office,44045.0,-885.0,Cancelled
2ed087d4-cd32,Delhi,Office,14320.0,2629.0,Cancelled
ccc62fed-5564,Mumbai,Furniture,35112.0,-1296.0,Completed
1a8cf13c-f721,Bangalore,Tech,22470.0,5336.0,Cancelled
9c81fc46-42e5,Delhi,Office,6534.0,2935.0,Completed
1036ca81-a0e3,Mumbai,Tech,43548.0,4298.0,Completed
1861c9f3-7f45,Delhi,Office,33522.0,5697.0,Completed
0df80b89-5058,Bangalore,Office,42742.0,8433.0,Completed
c05db774-a42a,Mumbai,Office,48537.0,-1396.0,Completed
60ee64ba-7851,Mumbai,Office,22765.0,4876.0,Completed
db496e6d-e4e6,Delhi,Furniture,49053.0,6943.0,Completed
1a46d536-d31e,Mumbai,Tech,27906.0,7911.0,Cancelled
8ff50701-e994,Delhi,Office,41440.0,7799.0,Cancelled
99966612-ba01,Bangalore,Office,6587.0,7112.0,Completed
008ffab9-b5d4,Bangalore,Office,27837.0,2487.0,Completed
2a061609-47e8,Bangalore,Tech,36356.0,-716.0,Completed
3002d831-c929,Mumbai,Office,41403.0,287.0,Cancelled
6a1aba9d-3f16,Delhi,Office,33264.0,9474.0,Completed
f6bf2f72-0238,Bangalore,Tech,3380.0,9224.0,Cancelled
e901a768-58e8,Bangalore,Furniture,6074.0,5890.0,Cancelled
6279403c-7f19,Delhi,Office,48216.0,9646.0,Cancelled
ce072a52-46bf,Delhi,Tech,35301.0,6981.0,Cancelled
37a3c30a-6b5f,Bangalore,Tech,15238.0,2144.0,Completed
f554e1f8-a50f,Bangalore,Furniture,38278.0,4747.0,Cancelled
88addab1-d843,Mumbai,Tech,6217.0,2570.0,Completed
ab95c72f-6659,Delhi,Furniture,49193.0,6201.0,Completed
d6e1ba00-971c,Mumbai,Tech,2583.0,7768.0,Completed
638e1388-9345,Bangalore,Tech,3302.0,2579.0,Cancelled
8d5809b7-06a3,Bangalore,Office,10951.0,8426.0,Cancelled
d479cc36-bc48,Bangalore,Tech,37184.0,358.0,Completed
4b4f3b2e-5ad7,Bangalore,Furniture,10162.0,86.0,Completed
